partner_id,region,vertical,partner_tier,months_as_partner,nps_score,nps_trend,support_tickets_last_quarter,avg_resolution_time_days,engagement_score,days_since_last_contact,num_active_deals,has_competitor_relationship,churn_probability,churned_next_quarter
partner_868,LATAM,Retail,Silver,17,10,stable,1,3.7,85.2,0,3,0,0.0004,0
partner_869,EMEA,Tech,Gold,46,10,stable,0,0.8,48.7,42,4,0,0.0011,0
partner_870,EMEA,Services,Bronze,7,7,declining,3,3.0,53.8,8,2,1,0.2835,0
partner_871,LATAM,Tech,Silver,11,7,improving,6,2.1,40.2,69,0,0,0.3338,1
partner_872,EMEA,Tech,Bronze,35,8,improving,0,3.1,59.7,32,2,0,0.0022,0
partner_873,APAC,Services,Bronze,60,7,improving,0,5.2,54.5,43,1,0,0.0118,0
partner_874,NA,Services,Bronze,22,9,improving,2,3.1,70.8,20,4,0,0.0013,0
partner_875,LATAM,Services,Bronze,28,8,improving,7,3.5,42.5,35,2,0,0.0412,0
partner_876,APAC,Services,Bronze,21,9,improving,0,2.3,89.6,27,5,0,0.002,0
partner_877,NA,Retail,Bronze,28,8,stable,3,3.5,38.1,32,6,0,0.003,0
partner_878,NA,Tech,Bronze,3,5,stable,3,4.7,63.1,0,3,0,0.0062,0
partner_879,LATAM,Tech,Silver,37,5,improving,8,7.2,54.9,85,1,0,0.6294,0
partner_880,NA,Manufacturing,Bronze,37,10,improving,3,3.6,76.6,42,2,0,0.0047,0
partner_881,NA,Tech,Bronze,21,8,improving,0,3.8,65.9,32,4,0,0.0474,0
partner_882,LATAM,Manufacturing,Bronze,18,6,improving,2,2.5,61.8,32,5,0,0.0159,0
partner_883,APAC,Tech,Silver,47,6,stable,7,3.4,45.8,74,0,0,0.2581,0
partner_884,NA,Manufacturing,Bronze,13,10,improving,0,0.7,75.3,0,4,0,0.0,0
partner_885,EMEA,Tech,Silver,5,7,stable,3,3.3,39.7,25,3,1,0.5998,1
partner_886,NA,Tech,Bronze,5,8,stable,1,2.6,56.5,41,2,0,0.0403,0
partner_887,NA,Retail,Bronze,54,5,declining,1,5.7,19.4,67,0,1,0.6881,1
partner_888,EMEA,Retail,Gold,24,6,stable,2,4.1,74.6,27,2,0,0.0301,0
partner_889,EMEA,Services,Bronze,8,4,improving,8,4.3,11.3,79,0,1,0.3366,0
partner_890,LATAM,Tech,Bronze,53,7,improving,1,2.9,83.3,34,0,0,0.0023,0
partner_891,NA,Retail,Bronze,11,9,stable,1,1.4,45.6,12,4,0,0.0015,0
partner_892,APAC,Services,Gold,22,6,stable,2,5.4,29.3,60,1,1,0.2943,0
partner_893,EMEA,Manufacturing,Silver,4,3,declining,11,5.8,0.0,90,0,1,0.9934,1
partner_894,EMEA,Retail,Silver,42,5,stable,10,3.4,14.1,62,0,1,0.9702,1
partner_895,LATAM,Tech,Gold,43,9,improving,2,3.8,74.5,41,1,0,0.0023,0
partner_896,APAC,Retail,Bronze,46,5,improving,7,5.3,48.8,67,0,0,0.4087,0
partner_897,EMEA,Manufacturing,Gold,18,5,stable,7,3.8,27.8,81,0,1,0.8594,1
partner_898,EMEA,Retail,Bronze,22,6,stable,6,5.1,86.1,51,1,0,0.019,0
partner_899,EMEA,Retail,Silver,57,7,stable,2,3.6,67.2,22,3,1,0.0053,0
partner_900,NA,Retail,Bronze,50,3,stable,9,8.1,30.7,70,0,1,0.9366,1
partner_901,NA,Manufacturing,Bronze,5,6,declining,7,3.9,33.2,75,1,1,0.8899,1
partner_902,EMEA,Retail,Gold,43,8,declining,4,3.0,49.7,45,7,0,0.0275,0
partner_903,EMEA,Services,Bronze,50,6,stable,3,3.9,27.6,52,0,1,0.1497,0
partner_904,NA,Retail,Gold,35,5,declining,5,4.6,63.1,45,0,0,0.093,0
partner_905,APAC,Manufacturing,Bronze,40,7,improving,0,3.1,69.8,67,3,0,0.0126,0
partner_906,LATAM,Tech,Silver,3,7,stable,1,4.4,83.2,46,4,0,0.0228,0
partner_907,NA,Tech,Gold,4,10,declining,0,1.2,68.2,19,4,0,0.0002,0
partner_908,EMEA,Retail,Bronze,5,4,declining,9,6.3,32.6,94,1,1,0.9755,1
partner_909,EMEA,Services,Gold,12,8,stable,2,2.7,66.4,22,3,0,0.015,0
partner_910,EMEA,Services,Silver,60,4,declining,7,2.1,40.7,67,0,0,0.6215,1
partner_911,LATAM,Retail,Silver,39,6,stable,1,4.3,43.9,75,1,0,0.0516,0
partner_912,APAC,Retail,Bronze,48,6,improving,3,0.5,48.5,43,2,0,0.0297,0
partner_913,APAC,Services,Silver,20,5,stable,3,3.2,64.1,71,3,0,0.2637,0
partner_914,APAC,Tech,Silver,57,8,improving,0,2.7,76.6,29,2,0,0.0247,0
partner_915,APAC,Retail,Bronze,14,7,improving,1,3.2,50.8,25,2,0,0.0217,0
partner_916,APAC,Retail,Bronze,55,9,improving,1,2.2,84.4,42,7,0,0.0004,0
partner_917,EMEA,Manufacturing,Bronze,4,9,improving,0,2.7,85.4,0,4,0,0.0008,0
partner_918,EMEA,Manufacturing,Gold,4,8,improving,0,3.3,60.8,32,5,0,0.0056,0
partner_919,NA,Manufacturing,Bronze,7,5,declining,3,4.1,22.3,71,0,1,0.7882,1
partner_920,NA,Services,Silver,48,5,declining,5,8.0,26.6,59,2,0,0.6232,1
partner_921,EMEA,Tech,Gold,17,9,stable,1,1.8,62.5,0,0,0,0.003,0
partner_922,APAC,Tech,Bronze,29,9,improving,0,0.5,72.9,0,4,1,0.0002,0
partner_923,LATAM,Tech,Bronze,30,9,stable,2,0.6,66.3,25,4,0,0.0023,0
partner_924,NA,Tech,Silver,48,2,improving,5,7.2,13.9,90,0,1,0.9955,1
partner_925,EMEA,Retail,Bronze,23,7,declining,3,1.1,50.6,50,2,0,0.0174,0
partner_926,EMEA,Retail,Silver,3,5,stable,5,2.0,60.4,44,2,0,0.1266,1
partner_927,EMEA,Tech,Silver,25,6,declining,4,2.4,29.7,68,0,0,0.7943,1
partner_928,APAC,Manufacturing,Silver,19,8,improving,3,4.4,70.4,52,2,0,0.0077,0
partner_929,NA,Retail,Bronze,45,5,stable,6,5.5,69.2,37,1,0,0.2812,1
partner_930,LATAM,Tech,Silver,46,9,improving,1,1.1,82.6,36,3,0,0.0011,0
partner_931,EMEA,Manufacturing,Silver,8,4,stable,4,5.6,23.6,48,0,0,0.1825,0
partner_932,NA,Manufacturing,Bronze,48,8,declining,3,0.5,62.9,43,4,0,0.005,0
partner_933,NA,Services,Silver,7,9,improving,0,1.3,82.8,6,2,0,0.0001,0
partner_934,LATAM,Services,Gold,38,3,improving,3,4.7,47.8,53,1,0,0.3552,0
partner_935,LATAM,Manufacturing,Silver,25,5,stable,3,4.2,26.5,67,0,0,0.097,0
partner_936,EMEA,Retail,Bronze,20,6,declining,7,6.3,25.0,52,0,0,0.5565,1
partner_937,APAC,Tech,Bronze,31,10,improving,0,0.5,63.3,34,4,0,0.0003,0
partner_938,EMEA,Manufacturing,Bronze,21,5,improving,2,2.8,31.7,76,1,0,0.086,0
partner_939,APAC,Retail,Bronze,49,10,improving,0,1.0,100.0,0,6,0,0.0,0
partner_940,EMEA,Retail,Bronze,59,7,stable,3,3.5,34.9,49,3,0,0.0161,0
partner_941,EMEA,Retail,Gold,50,7,improving,0,2.7,63.5,38,3,0,0.0004,0
partner_942,APAC,Tech,Bronze,28,5,stable,4,4.3,56.4,43,2,0,0.1177,0
partner_943,EMEA,Tech,Silver,32,4,declining,7,2.3,37.6,63,1,0,0.3991,1
partner_944,NA,Retail,Bronze,28,6,stable,5,3.1,38.2,46,0,0,0.2272,0
partner_945,NA,Services,Bronze,49,3,declining,3,8.1,44.1,81,0,1,0.6997,0
partner_946,EMEA,Services,Bronze,35,5,stable,2,1.6,70.5,0,4,1,0.0139,0
partner_947,LATAM,Retail,Bronze,30,5,stable,1,1.8,44.0,75,1,1,0.3548,0
partner_948,APAC,Services,Silver,26,9,declining,0,3.8,78.9,7,7,0,0.0083,0
partner_949,APAC,Retail,Gold,24,8,declining,6,3.2,10.1,61,0,1,0.9416,1
partner_950,NA,Services,Gold,35,10,improving,0,4.1,77.8,0,5,0,0.0002,0
partner_951,NA,Services,Bronze,42,3,improving,5,8.8,44.2,88,0,0,0.4486,0
partner_952,EMEA,Retail,Silver,28,3,declining,3,4.6,62.7,57,0,1,0.843,1
partner_953,EMEA,Services,Bronze,49,8,declining,0,3.3,50.9,18,2,0,0.0476,0
partner_954,EMEA,Services,Gold,50,6,declining,0,0.5,49.7,50,1,0,0.0017,0
partner_955,APAC,Services,Silver,27,5,declining,5,6.8,33.4,81,0,0,0.6061,0
partner_956,APAC,Services,Bronze,55,7,improving,3,0.5,54.0,35,3,0,0.0087,0
partner_957,LATAM,Manufacturing,Bronze,13,9,improving,0,0.5,65.5,0,6,0,0.0031,0
partner_958,NA,Retail,Bronze,57,4,stable,1,4.1,30.0,24,0,1,0.0734,0
partner_959,NA,Services,Bronze,20,8,stable,2,4.1,50.8,62,1,0,0.0203,0
partner_960,NA,Manufacturing,Gold,35,6,improving,3,0.9,68.3,42,1,0,0.0081,0
partner_961,NA,Manufacturing,Silver,19,3,declining,4,4.7,20.0,73,0,1,0.9265,1
partner_962,NA,Tech,Gold,28,3,improving,5,3.0,42.5,79,1,1,0.8796,1
partner_963,EMEA,Manufacturing,Bronze,22,5,stable,1,2.9,55.3,0,1,0,0.0019,0
partner_964,EMEA,Retail,Silver,43,7,improving,4,2.1,67.6,29,0,0,0.0062,0
partner_965,APAC,Manufacturing,Bronze,7,8,improving,0,1.0,82.6,10,3,0,0.001,0
partner_966,NA,Retail,Silver,51,5,stable,4,5.2,37.9,70,0,0,0.2939,1
partner_967,APAC,Manufacturing,Bronze,55,9,stable,1,2.8,85.0,0,3,0,0.0001,0
partner_968,EMEA,Services,Bronze,35,10,improving,1,2.4,65.3,32,8,0,0.0026,0
partner_969,NA,Tech,Silver,34,8,improving,0,2.6,58.0,64,1,0,0.0027,0
partner_970,EMEA,Tech,Bronze,43,4,declining,4,5.2,39.7,14,0,0,0.0806,0
partner_971,EMEA,Tech,Bronze,14,10,improving,0,0.7,100.0,0,3,0,0.0,0
partner_972,EMEA,Services,Silver,46,5,declining,0,3.2,58.5,55,1,0,0.1147,1
partner_973,EMEA,Manufacturing,Bronze,15,6,improving,0,3.3,58.7,41,5,0,0.0096,0
partner_974,APAC,Tech,Gold,42,9,improving,0,1.5,60.6,0,5,0,0.0015,0
partner_975,NA,Retail,Silver,20,1,declining,5,5.2,23.4,79,0,0,0.9583,1
partner_976,LATAM,Retail,Silver,46,5,stable,8,5.9,19.6,47,1,0,0.8151,1
partner_977,NA,Tech,Silver,48,4,stable,7,5.7,59.1,45,3,0,0.0211,0
partner_978,NA,Services,Silver,15,6,declining,1,2.5,59.5,73,2,0,0.0271,0
partner_979,NA,Manufacturing,Silver,38,5,declining,8,5.9,20.7,52,0,0,0.5093,1
partner_980,EMEA,Retail,Gold,31,8,improving,2,0.9,47.4,38,4,0,0.0008,0
partner_981,APAC,Services,Silver,20,4,improving,3,2.9,61.9,35,2,0,0.1221,0
partner_982,APAC,Tech,Bronze,37,5,declining,5,3.1,48.3,55,1,1,0.5903,0
partner_983,LATAM,Services,Bronze,60,4,declining,3,5.0,20.2,74,0,1,0.8288,1
partner_984,NA,Retail,Silver,3,2,stable,5,7.0,17.0,94,0,1,0.9926,1
partner_985,EMEA,Manufacturing,Bronze,58,5,declining,4,5.0,28.8,33,0,0,0.3208,0
partner_986,APAC,Services,Bronze,52,7,improving,5,4.2,50.2,43,1,0,0.0043,0
partner_987,NA,Retail,Bronze,33,4,stable,4,5.5,50.8,70,0,0,0.8696,1
partner_988,EMEA,Manufacturing,Silver,38,8,improving,0,1.7,100.0,0,4,0,0.0005,0
partner_989,NA,Services,Bronze,24,8,stable,3,4.2,68.7,4,1,0,0.0015,0
partner_990,LATAM,Retail,Silver,10,7,stable,2,0.6,70.1,49,2,0,0.0014,0
partner_991,LATAM,Retail,Silver,36,8,stable,3,2.7,58.1,33,1,0,0.0495,0
partner_992,LATAM,Manufacturing,Silver,50,4,declining,5,5.4,10.2,111,0,0,0.6995,1
partner_993,LATAM,Tech,Bronze,16,4,declining,6,7.3,15.0,82,0,0,0.9719,1
partner_994,EMEA,Retail,Silver,44,8,stable,1,2.2,32.1,37,6,0,0.0021,0
partner_995,APAC,Tech,Silver,46,4,declining,1,4.3,43.2,88,0,1,0.6435,1
partner_996,NA,Services,Bronze,46,7,stable,2,0.9,94.4,45,5,0,0.0032,0
partner_997,LATAM,Retail,Silver,22,4,declining,4,4.7,40.5,74,0,1,0.811,1
partner_998,EMEA,Tech,Bronze,25,5,declining,11,5.9,35.8,31,0,0,0.27,0
partner_999,APAC,Services,Gold,27,8,stable,6,6.7,40.4,66,0,1,0.2813,0
partner_1000,EMEA,Tech,Bronze,52,10,stable,1,1.0,80.9,36,5,0,0.0,0
