partner_id,region,vertical,partner_tier,months_as_partner,nps_score,nps_trend,support_tickets_last_quarter,avg_resolution_time_days,engagement_score,days_since_last_contact,num_active_deals,has_competitor_relationship,churn_probability,churned_next_quarter,avg_monthly_gtv,gtv_trend_3m,gtv_trend_yoy_3m,gtv_volatility,seasonal_autocorr_lag12,has_seasonality,gtv_vs_peers,gtv_vs_market_growth,gtv_seasonal_deviation_pct,gtv_ramp_vs_cohort,scoring_path,snapshot_role,snapshot_cutoff_month
partner_225,EMEA,Retail,Strategic,24,4,declining,6,3.8,76.5,32,0,1,0.0647,0,116168.65,6.4,3.85,0.1536,0.6947,1,0.7857,5.48,-1.57,0.0,mature,test,32
partner_226,APAC,Services,Registered,44,8,improving,3,0.9,75.2,64,3,1,0.0044,0,3913.88,4.82,4.55,0.1111,0.0748,0,0.1613,2.74,0.0,0.0,mature,test,32
partner_227,EMEA,Tech,Certified,37,9,stable,1,2.1,40.3,41,3,1,0.0098,0,18239.42,-6.16,-8.99,0.2306,0.8888,1,0.3226,-6.47,-9.57,0.0,mature,test,32
partner_228,NA,Tech,Registered,41,8,stable,2,1.5,79.5,17,3,0,0.0005,0,6061.81,18.84,29.29,0.2032,0.3878,0,0.3077,18.53,0.0,0.0,mature,test,32
partner_229,LATAM,Services,Registered,3,6,declining,2,3.5,31.7,55,1,1,0.309,0,11064.22,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,23.16,new_partner,test,32
partner_230,EMEA,Retail,Certified,29,6,declining,7,3.6,33.4,72,2,0,0.4463,1,21030.59,-18.36,7.41,0.2013,0.6192,1,0.2424,-19.28,0.05,0.0,mature,test,32
partner_231,EMEA,Retail,Registered,30,10,improving,0,0.5,100.0,19,5,0,0.0001,0,11346.07,42.09,5.01,0.2237,0.7858,1,0.6744,41.17,-1.87,0.0,mature,test,32
partner_232,NA,Manufacturing,Certified,39,10,declining,2,4.2,78.0,53,1,1,0.0189,0,27715.31,19.69,11.13,0.1672,0.5613,1,0.6154,17.8,4.88,0.0,mature,test,32
partner_233,APAC,Retail,Registered,11,7,stable,6,3.2,58.2,45,0,1,0.1904,0,15417.65,19.14,6.8,0.095,0.1684,0,0.871,18.22,0.0,0.0,mature,test,32
partner_234,NA,Manufacturing,Strategic,12,8,declining,6,3.9,39.5,27,2,0,0.0529,0,112815.45,-5.62,1.71,0.0854,-0.4582,0,0.8182,-7.51,0.0,0.0,mature,test,32
partner_235,APAC,Retail,Certified,47,7,stable,3,5.7,85.7,42,0,0,0.0184,0,96446.41,10.64,71.39,0.436,-0.3274,0,1.0,9.72,0.0,0.0,mature,test,32
partner_236,APAC,Retail,Strategic,42,9,improving,0,2.0,97.9,13,4,0,0.0001,0,143700.69,1.81,-2.7,0.1769,0.7262,1,0.7143,0.89,1.34,0.0,mature,test,32
partner_237,NA,Retail,Registered,50,3,declining,11,7.0,9.9,66,0,1,0.8717,1,4955.91,-13.27,-41.05,0.4078,-0.4399,0,0.1702,-14.19,0.0,0.0,mature,test,32
partner_238,LATAM,Tech,Registered,18,8,stable,2,2.5,100.0,13,2,0,0.0011,0,6029.2,-13.36,-0.06,0.1162,0.1527,0,0.2903,-13.67,0.0,0.0,mature,test,32
partner_239,EMEA,Retail,Registered,60,10,declining,0,3.3,84.5,0,2,0,0.0043,0,7730.71,-27.96,-5.35,0.2282,0.8005,1,0.4186,-28.88,-0.81,0.0,mature,test,32
partner_240,EMEA,Retail,Certified,18,7,improving,2,3.3,53.1,55,1,0,0.0336,0,30654.61,-1.08,0.13,0.1166,-0.054,0,0.5455,-2.0,0.0,0.0,mature,test,32
partner_241,APAC,Services,Registered,40,8,improving,2,1.0,53.0,19,5,0,0.0011,0,22384.76,7.97,37.82,0.2727,-0.2774,0,1.0,5.89,0.0,0.0,mature,test,32
partner_242,LATAM,Tech,Registered,12,6,stable,4,4.5,6.7,56,2,1,0.447,0,11189.18,-7.6,18.02,0.2199,0.0327,0,0.7419,-7.91,0.0,0.0,mature,test,32
partner_243,EMEA,Tech,Registered,56,2,improving,3,4.7,56.3,44,0,1,0.4929,1,10304.49,18.0,25.25,0.1754,0.7377,1,0.4688,17.69,15.05,0.0,mature,test,32
partner_244,NA,Retail,Registered,22,7,improving,5,4.1,37.4,46,0,1,0.396,0,10161.07,-5.24,7.9,0.1114,0.2199,0,0.6809,-6.16,0.0,0.0,mature,test,32
partner_245,LATAM,Tech,Registered,49,6,stable,1,2.4,46.5,21,2,1,0.0223,0,14327.99,8.26,58.71,0.3909,-0.4211,0,0.8387,7.95,0.0,0.0,mature,test,32
partner_246,APAC,Retail,Registered,22,7,declining,7,6.2,48.0,53,0,0,0.2224,0,13051.73,13.94,10.17,0.2374,0.8849,1,0.7742,13.02,-0.15,0.0,mature,test,32
partner_247,LATAM,Manufacturing,Registered,48,8,stable,1,3.3,63.1,13,3,1,0.0023,0,9211.76,12.71,47.35,0.3859,0.0089,0,0.5652,10.82,0.0,0.0,mature,test,32
partner_248,NA,Retail,Certified,29,6,declining,8,4.0,41.5,39,0,1,0.1025,0,29995.18,-2.75,16.45,0.1987,0.784,1,0.3929,-3.67,3.37,0.0,mature,test,32
partner_249,NA,Services,Registered,6,6,improving,2,5.3,47.9,29,2,1,0.0297,0,3167.72,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-78.39,new_partner,test,32
partner_250,NA,Services,Registered,14,5,stable,5,6.3,20.1,33,1,1,0.3242,0,6148.28,19.24,56.19,0.3516,-0.1936,0,0.2727,17.16,0.0,0.0,mature,test,32
partner_251,LATAM,Retail,Certified,42,6,improving,1,3.4,53.2,11,5,0,0.0188,0,25893.01,4.07,22.41,0.1819,-0.0678,0,0.5714,3.15,0.0,0.0,mature,test,32
partner_252,APAC,Retail,Certified,14,4,stable,2,2.4,42.8,58,0,0,0.0183,0,32344.37,-11.36,-11.19,0.1002,-0.0354,0,0.6875,-12.28,0.0,0.0,mature,test,32
partner_253,NA,Retail,Registered,18,5,stable,6,5.1,11.8,30,0,1,0.3857,0,14347.71,-2.72,9.21,0.0898,-0.046,0,0.9362,-3.64,0.0,0.0,mature,test,32
partner_254,EMEA,Manufacturing,Certified,34,7,stable,6,3.6,30.0,55,0,1,0.5187,1,16369.5,1.21,3.49,0.1002,0.0297,0,0.2381,-0.68,0.0,0.0,mature,test,32
partner_255,EMEA,Retail,Strategic,17,10,stable,1,4.8,98.7,44,7,0,0.0001,0,97882.17,12.61,-1.28,0.1155,-0.3759,0,0.5714,11.69,0.0,0.0,mature,test,32
partner_256,LATAM,Services,Certified,10,9,improving,4,2.4,50.3,27,0,0,0.011,0,21057.4,-4.37,-36.12,0.3974,0.1047,0,0.381,-6.45,0.0,0.0,mature,test,32
partner_257,APAC,Services,Strategic,39,6,declining,1,5.5,81.2,43,1,0,0.2187,0,99960.52,-0.38,12.75,0.1878,0.0535,0,0.6364,-2.46,0.0,0.0,mature,test,32
partner_258,EMEA,Services,Certified,42,1,declining,6,4.8,44.4,60,0,1,0.9538,1,32069.61,-0.25,43.07,0.2879,-0.148,0,0.5294,-2.33,0.0,0.0,mature,test,32
partner_259,EMEA,Tech,Registered,45,4,stable,2,3.8,51.1,55,2,0,0.0421,0,20516.54,16.49,15.31,0.1805,0.6864,1,0.875,16.18,8.68,0.0,mature,test,32
partner_260,NA,Services,Registered,57,5,declining,1,3.3,28.4,20,1,0,0.1527,0,13204.87,21.94,41.72,0.3027,-0.0775,0,0.8864,19.86,0.0,0.0,mature,test,32
partner_261,EMEA,Retail,Certified,10,8,declining,2,3.8,45.0,49,2,1,0.0794,0,37400.72,7.64,6.75,0.2101,0.5327,1,0.7576,6.72,-0.43,0.0,mature,test,32
partner_262,APAC,Tech,Strategic,27,6,declining,4,2.5,57.2,46,1,1,0.3767,0,63057.51,-6.13,-21.38,0.277,-0.1054,0,0.1818,-6.44,0.0,0.0,mature,test,32
partner_263,NA,Tech,Registered,16,6,improving,6,3.2,68.9,89,1,0,0.1564,0,10284.09,7.32,34.41,0.2959,0.0812,0,0.5641,7.01,0.0,0.0,mature,test,32
partner_264,EMEA,Services,Registered,55,10,stable,1,0.5,83.5,0,5,0,0.0001,0,18052.44,-11.22,34.36,0.2733,0.254,0,0.9286,-13.3,0.0,0.0,mature,test,32
partner_265,APAC,Manufacturing,Certified,34,3,declining,12,2.7,14.4,63,0,1,0.8905,1,35384.3,15.32,24.24,0.2127,0.2498,0,0.6154,13.43,0.0,0.0,mature,test,32
partner_266,EMEA,Services,Registered,8,8,improving,0,1.2,87.6,19,5,0,0.0001,0,6504.35,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-57.22,new_partner,test,32
partner_267,EMEA,Retail,Certified,43,8,stable,2,5.3,53.0,55,1,0,0.0175,0,14794.81,-4.48,7.43,0.095,0.1393,0,0.1515,-5.4,0.0,0.0,mature,test,32
partner_268,EMEA,Services,Certified,5,5,declining,7,5.4,0.9,59,0,1,0.6655,1,36094.35,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-20.84,new_partner,test,32
partner_269,EMEA,Tech,Certified,18,8,declining,3,2.6,61.4,55,2,1,0.0988,0,53346.52,-1.02,2.23,0.1072,-0.2721,0,0.871,-1.33,0.0,0.0,mature,test,32
partner_270,EMEA,Tech,Strategic,44,10,improving,0,5.7,74.9,15,5,0,0.0003,0,64910.28,14.71,-9.18,0.1186,-0.1977,0,0.4,14.4,0.0,0.0,mature,test,32
partner_271,EMEA,Services,Certified,32,5,declining,5,1.0,51.9,57,0,0,0.421,1,26247.58,-15.22,9.58,0.1898,0.8337,1,0.4412,-17.3,8.0,0.0,mature,test,32
partner_272,EMEA,Tech,Certified,47,6,stable,1,4.1,35.2,8,1,1,0.0793,0,18140.01,17.95,16.2,0.2571,0.851,1,0.2581,17.64,4.36,0.0,mature,test,32
partner_273,EMEA,Tech,Certified,36,4,declining,8,3.1,26.1,65,0,1,0.8781,1,18157.84,1.72,2.37,0.0879,-0.1973,0,0.2903,1.41,0.0,0.0,mature,test,32
partner_274,NA,Manufacturing,Certified,51,6,improving,3,3.5,71.1,70,3,1,0.0333,1,31945.81,-11.99,-2.15,0.1099,-0.0115,0,0.7692,-13.88,0.0,0.0,mature,test,32
partner_275,LATAM,Retail,Strategic,35,5,stable,3,2.8,34.5,26,0,1,0.125,0,59203.41,11.42,9.82,0.2101,0.9379,1,0.1111,10.5,3.95,0.0,mature,test,32
partner_276,NA,Tech,Registered,6,6,improving,4,3.3,32.0,43,3,0,0.1554,0,6336.27,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-74.37,new_partner,test,32
partner_277,NA,Retail,Certified,7,5,improving,1,4.3,56.1,18,3,1,0.0624,0,40988.59,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-0.14,new_partner,test,32
partner_278,NA,Retail,Registered,48,9,improving,0,1.7,88.5,26,4,0,0.001,0,7866.36,11.97,63.15,0.3745,-0.1213,0,0.4468,11.05,0.0,0.0,mature,test,32
partner_279,APAC,Services,Strategic,5,7,declining,1,2.2,79.4,33,3,1,0.01,0,63196.75,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,58.1,new_partner,test,32
partner_280,APAC,Manufacturing,Certified,24,5,stable,5,2.4,35.9,70,0,0,0.0677,0,27544.72,-28.18,4.19,0.2331,0.9024,1,0.4615,-30.07,-6.74,0.0,mature,test,32
partner_281,EMEA,Tech,Registered,3,3,stable,8,6.5,22.8,66,0,0,0.737,1,7614.04,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-68.93,new_partner,test,32
partner_282,EMEA,Tech,Registered,20,4,declining,6,4.8,28.0,62,0,1,0.9394,1,9863.57,-9.56,-7.64,0.0972,-0.1728,0,0.375,-9.87,0.0,0.0,mature,test,32
partner_283,EMEA,Tech,Registered,37,5,declining,3,1.5,48.0,36,3,1,0.0782,0,12291.89,11.11,-6.52,0.2468,0.8388,1,0.6875,10.8,-13.94,0.0,mature,test,32
partner_284,EMEA,Manufacturing,Certified,13,7,stable,3,0.5,69.5,35,5,1,0.0289,0,75723.73,14.2,55.7,0.2725,-0.2737,0,1.0,12.31,0.0,0.0,mature,test,32
partner_285,NA,Services,Registered,30,5,stable,2,4.6,39.3,51,1,0,0.1654,0,3829.45,-8.57,-32.06,0.3786,0.2711,0,0.1136,-10.65,0.0,0.0,mature,test,32
partner_286,NA,Services,Registered,60,7,improving,5,2.6,43.2,42,1,1,0.0211,0,12873.44,-21.56,21.83,0.2352,0.8219,1,0.8636,-23.64,10.0,0.0,mature,test,32
partner_287,EMEA,Tech,Strategic,7,5,stable,3,5.1,7.7,89,0,1,0.8736,1,107232.8,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,214.66,new_partner,test,32
partner_288,NA,Tech,Certified,6,8,declining,6,7.9,44.2,68,2,0,0.2161,0,79285.94,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,232.17,new_partner,test,32
partner_289,NA,Tech,Registered,18,3,stable,7,5.5,52.1,87,1,0,0.7672,1,3666.71,1.32,-21.72,0.3024,-0.3843,0,0.0769,1.01,0.0,0.0,mature,test,32
partner_290,EMEA,Manufacturing,Registered,50,6,declining,1,3.3,47.4,13,4,1,0.0044,0,5185.0,2.44,0.78,0.0885,-0.3185,0,0.2308,0.55,0.0,0.0,mature,test,32
partner_291,APAC,Tech,Strategic,26,5,improving,1,1.2,32.4,27,2,0,0.0225,0,121198.03,-1.07,35.49,0.2847,0.1682,0,0.7273,-1.38,0.0,0.0,mature,test,32
partner_292,EMEA,Manufacturing,Certified,40,8,improving,3,5.2,88.5,51,2,1,0.0173,0,15891.07,-4.24,-22.22,0.2026,0.1161,0,0.1905,-6.13,0.0,0.0,mature,test,32
partner_293,APAC,Manufacturing,Certified,4,6,improving,3,4.3,39.0,30,2,1,0.2294,0,41421.51,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,62.14,new_partner,test,32
partner_294,EMEA,Tech,Registered,45,6,improving,2,6.7,75.6,65,2,0,0.0782,0,11437.23,6.26,44.18,0.2727,-0.0793,0,0.5938,5.95,0.0,0.0,mature,test,32
partner_295,APAC,Tech,Registered,6,6,stable,1,2.8,62.9,37,2,0,0.0219,0,11287.59,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-10.24,new_partner,test,32
partner_296,APAC,Tech,Registered,44,6,declining,6,2.7,60.2,54,0,0,0.0892,0,9685.06,15.31,-0.73,0.1171,0.4689,0,0.5769,15.0,0.0,0.0,mature,test,32
partner_297,APAC,Retail,Certified,11,6,declining,1,6.1,47.9,38,2,1,0.6496,1,47299.61,-0.44,9.82,0.2168,0.8406,1,0.875,-1.36,-0.53,0.0,mature,test,32
partner_298,APAC,Retail,Registered,52,5,declining,4,4.8,19.5,54,0,1,0.5054,0,3401.92,33.23,8.78,0.1975,0.6805,1,0.0323,32.31,16.58,0.0,mature,test,32
partner_299,LATAM,Manufacturing,Registered,20,6,stable,2,6.2,13.9,85,2,0,0.7089,0,3398.96,4.67,-21.54,0.2484,-0.0895,0,0.087,2.78,0.0,0.0,mature,test,32
partner_300,LATAM,Tech,Certified,13,5,improving,5,2.2,42.3,75,1,0,0.0964,0,29652.5,18.92,29.51,0.2704,0.2216,0,0.7059,18.61,0.0,0.0,mature,test,32
partner_301,LATAM,Retail,Strategic,22,6,improving,6,2.5,68.2,91,1,1,0.1957,0,99032.09,15.18,13.57,0.2249,-0.2021,0,0.5556,14.26,0.0,0.0,mature,test,32
partner_302,EMEA,Manufacturing,Certified,3,9,improving,0,0.8,74.0,67,1,1,0.0009,0,26624.81,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-28.91,new_partner,test,32
partner_303,NA,Services,Registered,12,4,declining,8,0.5,57.1,49,1,1,0.2387,0,6456.5,-9.73,-28.44,0.2756,-0.062,0,0.2955,-11.81,0.0,0.0,mature,test,32
partner_304,NA,Retail,Registered,37,4,declining,3,3.6,26.9,33,1,1,0.4532,0,8347.18,-10.07,51.82,0.3456,-0.1377,0,0.5106,-10.99,0.0,0.0,mature,test,32
partner_305,APAC,Services,Registered,20,8,declining,0,0.5,92.9,27,4,0,0.0017,0,16146.04,8.86,49.97,0.3829,-0.2648,0,0.9032,6.78,0.0,0.0,mature,test,32
partner_306,NA,Services,Registered,23,6,stable,5,3.2,72.0,39,2,1,0.0488,0,9113.59,0.72,57.34,0.4191,-0.0937,0,0.5,-1.36,0.0,0.0,mature,test,32
partner_307,NA,Manufacturing,Certified,49,9,improving,0,0.9,93.2,0,15,0,0.0002,0,13598.73,-8.69,-6.37,0.0915,0.1274,0,0.1538,-10.58,0.0,0.0,mature,test,32
partner_308,LATAM,Manufacturing,Registered,10,4,stable,2,3.7,46.4,78,0,1,0.6113,1,6186.42,-5.74,-1.83,0.0949,0.2722,0,0.2609,-7.63,0.0,0.0,mature,test,32
partner_309,EMEA,Retail,Certified,25,6,declining,5,4.2,46.9,18,7,1,0.1708,0,52045.87,-19.89,24.68,0.2073,0.7527,1,0.9091,-20.81,16.08,0.0,mature,test,32
partner_310,EMEA,Services,Strategic,13,9,improving,0,1.2,99.4,0,9,0,0.0002,0,60341.22,5.23,1.18,0.0982,0.2225,0,0.3333,3.15,0.0,0.0,mature,test,32
partner_311,NA,Tech,Strategic,31,5,declining,2,6.1,33.6,63,0,0,0.5001,0,76806.08,1.34,-5.69,0.0853,-0.1438,0,0.6667,1.03,0.0,0.0,mature,test,32
partner_312,NA,Services,Registered,22,5,stable,2,6.9,36.4,58,1,1,0.3157,1,13430.01,-2.18,48.9,0.357,0.1037,0,0.9318,-4.26,0.0,0.0,mature,test,32
partner_313,EMEA,Manufacturing,Registered,5,5,improving,4,4.0,36.7,46,5,1,0.1789,0,6905.36,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-66.52,new_partner,test,32
partner_314,NA,Retail,Registered,7,6,improving,4,4.5,36.8,49,2,1,0.5125,1,12888.18,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,72.12,new_partner,test,32
partner_315,NA,Retail,Registered,52,9,improving,0,3.6,40.6,41,3,1,0.0182,0,10550.33,1.53,4.65,0.0992,-0.2585,0,0.7447,0.61,0.0,0.0,mature,test,32
partner_316,NA,Manufacturing,Registered,6,8,declining,0,5.2,100.0,9,3,0,0.0,0,7223.36,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-72.82,new_partner,test,32
partner_317,NA,Manufacturing,Registered,48,6,stable,4,2.3,23.1,60,0,1,0.4357,1,7281.54,-3.48,-19.53,0.1946,-0.1337,0,0.3333,-5.37,0.0,0.0,mature,test,32
partner_318,LATAM,Retail,Certified,56,5,improving,9,3.7,54.5,55,0,1,0.7129,1,9902.61,2.1,-23.95,0.3693,-0.5051,0,0.0357,1.18,0.0,0.0,mature,test,32
partner_319,EMEA,Manufacturing,Registered,30,4,stable,7,3.5,0.0,74,0,1,0.7857,0,8556.25,-14.64,-6.1,0.092,0.3145,0,0.6538,-16.53,0.0,0.0,mature,test,32
partner_320,APAC,Services,Strategic,21,9,stable,4,1.5,61.6,47,1,0,0.0034,0,65002.34,8.52,-2.08,0.0959,-0.0736,0,0.4545,6.44,0.0,0.0,mature,test,32
partner_321,APAC,Tech,Registered,48,8,improving,1,1.7,67.7,27,7,1,0.0003,0,9574.21,8.63,11.98,0.0913,-0.3335,0,0.5,8.32,0.0,0.0,mature,test,32
partner_322,NA,Tech,Registered,59,6,stable,6,2.1,77.7,67,1,0,0.0393,0,14452.25,1.8,18.28,0.1054,-0.236,0,0.7949,1.49,0.0,0.0,mature,test,32
partner_323,NA,Retail,Registered,9,10,improving,0,1.8,94.7,0,5,0,0.0,0,8981.98,-7.51,-3.56,0.0992,-0.1869,0,0.617,-8.43,0.0,0.0,mature,test,32
partner_324,NA,Services,Registered,58,6,stable,1,3.9,44.6,32,2,0,0.0745,0,13223.03,11.53,29.46,0.236,-0.2074,0,0.9091,9.45,0.0,0.0,mature,test,32
partner_325,APAC,Tech,Registered,57,3,improving,3,4.6,34.2,26,0,1,0.2299,1,5701.38,-12.04,0.73,0.0897,0.3232,0,0.2692,-12.35,0.0,0.0,mature,test,32
partner_326,LATAM,Services,Strategic,11,10,improving,0,2.0,100.0,0,7,0,0.0,0,32309.12,-18.0,-46.51,0.4065,0.062,0,0.2857,-20.08,0.0,0.0,mature,test,32
partner_327,APAC,Tech,Registered,6,7,improving,4,5.4,82.9,20,5,1,0.0304,0,15296.93,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,91.31,new_partner,test,32
partner_328,NA,Manufacturing,Registered,44,4,improving,3,4.1,43.8,50,1,0,0.0454,0,7996.79,-9.16,-43.45,0.4218,-0.2655,0,0.4545,-11.05,0.0,0.0,mature,test,32
partner_329,LATAM,Retail,Certified,7,8,improving,4,0.7,44.5,18,2,0,0.0052,0,25395.93,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-33.27,new_partner,test,32
partner_330,EMEA,Retail,Registered,37,6,improving,4,3.1,33.0,30,1,0,0.3703,1,14756.51,5.76,4.17,0.1927,0.7426,1,0.8837,4.84,-2.68,0.0,mature,test,32
partner_331,LATAM,Services,Certified,6,5,declining,4,2.8,55.7,56,2,1,0.51,1,18872.22,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-49.28,new_partner,test,32
partner_332,EMEA,Tech,Registered,43,3,declining,5,7.3,3.0,32,0,1,0.9798,1,9050.31,8.76,8.83,0.1095,0.2026,0,0.3438,8.45,0.0,0.0,mature,test,32
partner_333,LATAM,Tech,Certified,16,4,stable,9,4.6,25.2,34,0,1,0.747,1,16638.59,-10.52,-28.29,0.2961,-0.3353,0,0.2353,-10.83,0.0,0.0,mature,test,32
partner_334,APAC,Services,Registered,8,5,improving,0,2.4,29.8,30,1,1,0.1854,1,3158.49,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-84.8,new_partner,test,32
partner_335,EMEA,Services,Registered,6,6,stable,4,2.2,41.3,54,4,0,0.3189,0,24222.4,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,288.1,new_partner,test,32
partner_336,LATAM,Services,Certified,13,6,declining,5,3.5,50.1,35,1,0,0.0951,0,8083.1,3.03,-33.41,0.3495,-0.117,0,0.0952,0.95,0.0,0.0,mature,test,32
partner_337,EMEA,Retail,Strategic,34,10,improving,0,0.5,91.7,4,6,0,0.0001,0,183641.7,27.82,-2.44,0.254,0.8795,1,1.0,26.9,-10.16,0.0,mature,test,32
partner_338,LATAM,Manufacturing,Registered,7,6,stable,2,2.6,62.1,58,2,1,0.0656,0,45094.83,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,300.0,new_partner,test,32
partner_339,EMEA,Services,Certified,49,5,stable,3,4.6,76.7,46,1,0,0.3422,0,20927.17,6.12,8.51,0.101,0.1932,0,0.3235,4.04,0.0,0.0,mature,test,32
partner_340,APAC,Tech,Registered,38,7,declining,3,3.2,100.0,77,1,0,0.0146,0,14127.71,13.41,42.0,0.2265,-0.1436,0,0.8077,13.1,0.0,0.0,mature,test,32
partner_341,EMEA,Retail,Registered,20,7,declining,3,3.0,74.9,36,3,0,0.027,0,8004.03,-31.58,-3.52,0.2292,0.8119,1,0.4419,-32.5,-12.45,0.0,mature,test,32
partner_342,APAC,Services,Registered,60,6,declining,8,5.3,53.5,79,0,0,0.4194,0,11807.3,-3.57,10.9,0.1065,-0.4139,0,0.7419,-5.65,0.0,0.0,mature,test,32
partner_343,APAC,Tech,Certified,41,7,stable,1,3.1,69.4,28,2,1,0.0033,0,20192.33,-9.03,-7.54,0.0928,0.0039,0,0.1875,-9.34,0.0,0.0,mature,test,32
partner_344,NA,Manufacturing,Registered,41,8,declining,0,2.3,73.0,27,4,1,0.0476,0,10583.42,3.89,4.78,0.0851,0.2744,0,0.7879,2.0,0.0,0.0,mature,test,32
partner_345,LATAM,Services,Certified,13,5,declining,2,5.9,69.8,29,1,0,0.1611,0,65254.4,7.05,3.96,0.2079,0.8865,1,0.8571,4.97,7.07,0.0,mature,test,32
partner_346,LATAM,Manufacturing,Registered,44,4,stable,7,5.1,20.5,67,0,1,0.7933,1,7540.17,-2.36,-41.3,0.4457,-0.2235,0,0.3913,-4.25,0.0,0.0,mature,test,32
partner_347,APAC,Tech,Strategic,35,7,improving,9,3.1,39.9,20,2,1,0.0031,0,67092.94,-2.21,-4.81,0.1045,0.1249,0,0.3636,-2.52,0.0,0.0,mature,test,32
partner_348,EMEA,Tech,Certified,60,5,improving,2,6.2,24.8,56,0,1,0.3625,0,17387.03,7.16,7.79,0.109,0.0146,0,0.2258,6.85,0.0,0.0,mature,test,32
partner_349,NA,Tech,Registered,30,6,declining,5,4.6,27.5,44,0,1,0.7636,0,9391.26,2.25,17.37,0.1658,-0.0439,0,0.5128,1.94,0.0,0.0,mature,test,32
partner_350,EMEA,Retail,Registered,42,7,stable,4,4.0,54.0,64,4,1,0.2696,0,6764.82,-12.23,-32.98,0.3538,0.1471,0,0.3256,-13.15,0.0,0.0,mature,test,32
partner_351,LATAM,Services,Registered,22,6,stable,3,2.2,45.8,14,3,1,0.0046,0,4515.48,-16.63,-40.15,0.3289,0.1945,0,0.0952,-18.71,0.0,0.0,mature,test,32
partner_352,EMEA,Services,Strategic,5,5,stable,8,5.6,21.6,80,0,1,0.7362,1,105136.14,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,279.72,new_partner,test,32
partner_353,NA,Retail,Registered,10,5,improving,13,4.3,32.0,48,0,1,0.4571,1,7338.95,-16.84,-13.23,0.2577,0.2411,0,0.3404,-17.76,0.0,0.0,mature,test,32
partner_354,NA,Tech,Certified,53,6,improving,8,3.3,57.0,59,0,1,0.0689,0,16198.78,-16.69,-32.01,0.3143,-0.6631,0,0.1667,-17.0,0.0,0.0,mature,test,32
partner_355,NA,Services,Registered,45,3,stable,1,2.7,50.8,67,3,1,0.2256,0,8831.51,9.19,4.48,0.0995,-0.187,0,0.4545,7.11,0.0,0.0,mature,test,32
partner_356,NA,Retail,Certified,24,6,declining,1,4.7,19.9,35,0,1,0.1832,0,10151.85,-24.35,-44.04,0.3768,0.2842,0,0.0714,-25.27,0.0,0.0,mature,test,32
partner_357,LATAM,Tech,Registered,43,5,stable,4,5.2,82.4,33,2,1,0.2204,0,4467.71,-7.95,-4.0,0.0849,0.2813,0,0.1613,-8.26,0.0,0.0,mature,test,32
partner_358,LATAM,Tech,Certified,3,6,improving,4,3.7,20.8,99,1,1,0.8416,1,17727.95,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-71.12,new_partner,test,32
partner_359,NA,Manufacturing,Strategic,5,4,improving,9,5.8,39.4,42,0,1,0.6851,0,99024.34,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,132.2,new_partner,test,32
partner_360,NA,Retail,Registered,32,9,declining,1,2.2,99.2,0,6,1,0.0002,0,8575.28,10.16,53.09,0.33,-0.2482,0,0.5745,9.24,0.0,0.0,mature,test,32
partner_361,APAC,Manufacturing,Certified,39,6,stable,1,5.0,60.0,40,1,0,0.1438,1,7260.44,-6.11,-36.77,0.4204,-0.2626,0,0.0769,-8.0,0.0,0.0,mature,test,32
partner_362,EMEA,Tech,Registered,57,4,declining,4,7.7,49.7,43,0,0,0.456,0,24547.28,-6.04,54.8,0.4063,-0.303,0,0.9062,-6.35,0.0,0.0,mature,test,32
partner_363,EMEA,Manufacturing,Registered,47,4,declining,3,3.1,56.5,53,1,0,0.8797,0,5894.02,-4.9,-4.82,0.1035,-0.0001,0,0.3846,-6.79,0.0,0.0,mature,test,32
