partner_id,region,vertical,partner_tier,months_as_partner,nps_score,nps_trend,support_tickets_last_quarter,avg_resolution_time_days,engagement_score,days_since_last_contact,num_active_deals,has_competitor_relationship,churn_probability,churned_next_quarter,avg_monthly_gtv,gtv_trend_3m,gtv_volatility,seasonal_autocorr_lag12,has_seasonality,gtv_vs_peers,gtv_vs_market_growth
partner_522,NA,Tech,Silver,7,6,improving,1,1.5,51.3,25,3,0,0.0051,0,28765.06,9.4,0.2852,-0.1088,0,0.4,5.83
partner_523,EMEA,Services,Bronze,12,7,improving,4,5.2,67.2,62,4,1,0.0491,0,8954.54,4.16,0.2713,0.0149,0,0.5952,1.85
partner_524,LATAM,Services,Silver,43,4,declining,4,6.7,39.6,49,0,0,0.7607,1,16815.83,4.04,0.2005,0.7338,1,0.3333,1.73
partner_525,EMEA,Manufacturing,Gold,20,6,declining,2,1.4,74.1,10,3,0,0.001,0,32833.84,16.04,0.0893,-0.2087,0,0.2308,15.45
partner_526,NA,Retail,Bronze,7,4,declining,2,2.9,37.1,31,4,1,0.0971,0,14037.52,-10.18,0.2472,0.6934,1,0.8723,-12.45
partner_527,APAC,Tech,Gold,3,8,improving,3,3.3,72.0,43,3,0,0.0042,0,34842.67,-3.13,0.1145,-0.5296,0,0.1818,-6.7
partner_528,APAC,Tech,Gold,30,6,stable,3,4.7,31.3,89,0,1,0.8163,1,82148.06,3.25,0.0775,-0.3538,0,0.4545,-0.32
partner_529,LATAM,Retail,Silver,51,10,improving,1,2.0,100.0,23,6,0,0.0,0,22993.51,-0.46,0.1013,0.4931,0,0.25,-2.73
partner_530,NA,Retail,Silver,22,6,stable,2,6.2,31.0,30,4,1,0.0221,0,36697.64,17.49,0.1808,0.6218,1,0.7857,15.22
partner_531,LATAM,Tech,Silver,6,7,improving,1,2.3,40.2,39,2,1,0.0201,0,32287.52,-9.2,0.2507,0.0709,0,0.7059,-12.77
partner_532,LATAM,Retail,Silver,16,5,stable,2,3.9,29.0,45,1,0,0.1459,0,11719.14,-22.75,0.2821,-0.2115,0,0.0357,-25.02
partner_533,NA,Manufacturing,Silver,31,5,declining,3,5.2,57.0,9,2,0,0.1053,0,22790.73,-5.21,0.0921,0.1724,0,0.4615,-5.8
partner_534,LATAM,Manufacturing,Bronze,13,5,stable,5,5.5,49.4,54,2,1,0.0802,0,4588.24,-17.6,0.2613,-0.2591,0,0.087,-18.19
partner_535,EMEA,Retail,Gold,59,4,improving,4,2.7,33.6,54,1,1,0.1421,0,149922.06,4.65,0.2572,-0.106,0,0.8571,2.38
partner_536,EMEA,Tech,Silver,47,9,improving,3,2.3,75.0,70,2,0,0.006,0,35598.14,8.58,0.2474,0.2793,0,0.7419,5.01
partner_537,NA,Services,Silver,22,6,stable,2,3.7,31.9,74,1,1,0.4264,0,18915.76,-10.74,0.3197,0.6567,1,0.3,-13.05
partner_538,EMEA,Manufacturing,Bronze,58,5,stable,3,7.0,47.3,92,1,0,0.3154,1,4541.68,0.82,0.1016,0.2838,0,0.1923,0.23
partner_539,EMEA,Services,Bronze,21,9,stable,1,1.0,80.3,57,3,0,0.0031,0,8133.92,-21.34,0.183,-0.0207,0,0.4762,-23.65
partner_540,APAC,Tech,Silver,11,9,stable,0,2.7,56.2,63,7,0,0.078,0,41079.76,-0.76,0.0881,0.3304,0,0.8125,-4.33
partner_541,APAC,Services,Silver,57,7,stable,5,5.5,56.6,52,3,0,0.0612,0,14271.13,-1.05,0.2651,-0.2281,0,0.1765,-3.36
partner_542,NA,Retail,Bronze,58,9,stable,0,0.7,70.4,29,4,0,0.0001,0,13215.52,50.77,0.2337,0.6949,1,0.8511,48.5
partner_543,APAC,Tech,Bronze,21,6,stable,7,4.0,59.1,7,3,0,0.009,0,7839.57,-1.6,0.2728,0.4077,0,0.5385,-5.17
partner_544,APAC,Retail,Bronze,37,5,stable,2,0.9,46.8,46,0,0,0.0031,0,7729.31,45.87,0.1659,0.3461,0,0.4839,43.6
partner_545,EMEA,Tech,Silver,13,4,improving,1,4.2,21.4,56,0,0,0.0655,0,24175.15,-1.88,0.3724,-0.5033,0,0.4516,-5.45
partner_546,NA,Tech,Bronze,40,6,stable,1,3.4,55.9,31,2,0,0.0184,0,13067.72,13.12,0.2479,-0.0808,0,0.7436,9.55
partner_547,NA,Retail,Gold,43,6,declining,2,4.8,26.4,24,0,0,0.0943,0,64694.42,3.7,0.2203,0.1751,0,0.6364,1.43
partner_548,EMEA,Services,Bronze,44,7,stable,3,2.4,73.1,74,4,0,0.0144,0,19321.37,9.71,0.3347,-0.3617,0,0.9762,7.4
partner_549,LATAM,Tech,Bronze,35,9,improving,0,3.0,47.0,35,7,0,0.0004,0,3357.53,-8.88,0.2575,-0.2115,0,0.0323,-12.45
partner_550,NA,Retail,Bronze,43,5,declining,3,3.8,67.4,80,1,0,0.4429,1,9294.37,36.43,0.2471,0.7184,1,0.6809,34.16
partner_551,NA,Retail,Silver,35,9,stable,1,4.3,69.4,37,4,0,0.0029,0,25246.39,10.88,0.243,0.8931,1,0.4643,8.61
partner_552,EMEA,Tech,Bronze,50,7,improving,8,4.6,58.8,69,1,0,0.0113,0,8866.03,4.8,0.0957,-0.2077,0,0.4062,1.23
partner_553,EMEA,Tech,Silver,13,2,improving,7,2.2,20.6,76,1,0,0.7989,1,17040.09,-8.87,0.2903,0.1667,0,0.2581,-12.44
partner_554,APAC,Tech,Gold,31,6,stable,3,3.0,38.7,38,3,0,0.0385,0,34917.34,-15.67,0.3176,-0.3847,0,0.2727,-19.24
partner_555,EMEA,Retail,Bronze,27,7,declining,1,4.0,23.6,51,0,0,0.3477,0,6209.43,-2.52,0.2365,0.9057,1,0.3488,-4.79
partner_556,EMEA,Services,Silver,33,5,stable,6,4.5,75.5,42,0,0,0.009,0,26014.36,9.39,0.1111,-0.2028,0,0.4118,7.08
partner_557,EMEA,Services,Bronze,11,3,stable,3,3.3,43.5,21,1,0,0.1809,0,5724.76,19.37,0.322,-0.3373,0,0.2143,17.06
partner_558,NA,Tech,Bronze,21,2,declining,8,5.2,42.2,105,0,1,0.9615,1,7092.52,2.89,0.1751,0.679,1,0.2564,-0.68
partner_559,NA,Manufacturing,Bronze,58,4,stable,7,8.1,66.9,46,1,0,0.1785,0,5161.99,-5.3,0.2231,-0.005,0,0.1818,-5.88
partner_560,NA,Services,Bronze,9,7,stable,2,2.2,80.2,41,2,0,0.0027,0,10085.42,-4.43,0.0933,0.1395,0,0.7045,-6.74
partner_561,EMEA,Services,Silver,39,7,declining,0,4.1,68.8,0,4,0,0.0021,0,21129.79,-21.64,0.1173,0.5267,1,0.2059,-23.95
partner_562,EMEA,Manufacturing,Silver,41,8,stable,7,3.3,81.4,57,0,0,0.0081,0,31739.9,6.36,0.0939,0.162,0,0.7619,5.78
partner_563,APAC,Services,Silver,30,5,declining,3,1.5,65.9,51,0,1,0.4047,0,57401.37,22.84,0.4144,-0.4629,0,1.0,20.53
partner_564,LATAM,Services,Silver,4,5,declining,2,4.7,46.7,79,0,1,0.4246,1,15658.78,-20.94,0.1063,-0.11,0,0.2381,-23.25
partner_565,LATAM,Services,Silver,4,8,stable,1,5.0,50.1,24,4,0,0.0191,0,37603.19,6.05,0.2244,0.0229,0,0.8571,3.74
partner_566,LATAM,Tech,Bronze,18,5,stable,8,5.0,34.1,74,0,1,0.7918,0,6745.61,20.39,0.0984,-0.4647,0,0.3226,16.82
partner_567,LATAM,Retail,Bronze,8,4,stable,2,5.2,42.1,78,0,0,0.3029,1,2653.89,-11.45,0.2744,0.0423,0,0.04,-13.72
partner_568,EMEA,Retail,Bronze,8,10,improving,0,0.7,98.6,0,7,0,0.0,0,9974.93,7.77,0.2,0.7041,1,0.6047,5.5
partner_569,NA,Tech,Silver,12,8,declining,1,2.6,60.7,65,1,0,0.014,0,52797.98,2.57,0.2057,0.7842,1,0.8333,-1.0
partner_570,NA,Tech,Gold,14,6,declining,4,5.4,25.9,71,1,0,0.6079,0,94879.61,14.42,0.3318,0.5457,1,0.7778,10.85
partner_571,NA,Tech,Bronze,51,5,stable,4,2.9,54.1,51,3,0,0.0989,0,5739.2,2.7,0.2401,0.032,0,0.1795,-0.87
partner_572,APAC,Manufacturing,Silver,40,6,stable,2,2.5,72.7,19,2,0,0.0029,0,9050.4,3.26,0.0882,-0.1298,0,0.0769,2.68
partner_573,NA,Manufacturing,Silver,4,3,declining,4,5.2,50.5,72,0,0,0.529,1,30459.11,-17.71,0.3019,0.0042,0,0.6154,-18.3
partner_574,LATAM,Services,Silver,39,10,stable,1,2.2,60.9,29,3,0,0.0019,0,29496.05,22.81,0.3518,-0.3881,0,0.6667,20.5
partner_575,APAC,Retail,Silver,10,4,declining,8,5.7,48.9,45,0,1,0.3639,0,33787.62,24.08,0.1983,-0.4193,0,0.4375,21.81
partner_576,NA,Retail,Silver,27,6,declining,8,5.5,13.7,60,0,1,0.8817,1,32553.44,-1.9,0.0988,0.0598,0,0.7143,-4.17
partner_577,APAC,Services,Silver,5,5,stable,8,4.0,20.3,64,0,1,0.727,0,12911.34,-0.07,0.0738,-0.0714,0,0.1176,-2.38
partner_578,NA,Services,Gold,8,4,stable,3,2.0,46.4,26,1,0,0.0206,0,41033.72,-4.32,0.1159,0.0391,0,0.1,-6.63
partner_579,APAC,Services,Bronze,10,4,stable,8,4.8,31.7,42,1,1,0.688,0,4560.81,8.38,0.1879,-0.2318,0,0.0968,6.07
partner_580,NA,Services,Gold,28,6,declining,7,7.4,38.1,11,3,0,0.0611,0,46763.76,4.54,0.2639,-0.0355,0,0.3,2.23
partner_581,NA,Services,Bronze,29,4,stable,5,3.6,32.7,52,0,1,0.5376,0,3777.08,-6.08,0.3591,-0.3772,0,0.0682,-8.39
partner_582,NA,Tech,Silver,23,10,stable,0,2.8,94.0,0,5,0,0.0,0,33443.72,-2.26,0.212,-0.1618,0,0.4667,-5.83
partner_583,EMEA,Tech,Bronze,38,6,stable,3,1.3,52.4,50,2,0,0.0586,0,6589.72,0.75,0.1108,0.4362,0,0.2812,-2.82
partner_584,NA,Retail,Bronze,44,8,improving,1,0.9,57.1,35,10,0,0.0027,0,7682.86,-27.45,0.2693,0.3204,0,0.3617,-29.72
partner_585,APAC,Manufacturing,Bronze,45,4,declining,7,4.1,53.8,47,0,1,0.3437,0,7758.45,-11.95,0.1835,-0.4062,0,0.4167,-12.54
partner_586,LATAM,Services,Bronze,36,9,improving,0,4.2,90.4,32,7,0,0.0002,0,9094.49,47.07,0.2215,0.6277,1,0.4762,44.76
partner_587,EMEA,Tech,Bronze,34,5,declining,3,1.7,50.2,36,1,0,0.0973,0,4745.53,-4.91,0.2412,-0.075,0,0.125,-8.48
partner_588,NA,Manufacturing,Bronze,31,9,declining,2,1.6,63.6,34,3,0,0.0133,0,8755.0,28.7,0.116,-0.0967,0,0.6364,28.12
partner_589,EMEA,Retail,Bronze,16,6,declining,4,5.5,51.2,10,1,0,0.0275,0,11485.09,15.69,0.3008,-0.5067,0,0.7209,13.42
partner_590,EMEA,Retail,Bronze,31,5,improving,3,7.1,45.2,13,1,0,0.0537,0,7614.31,3.73,0.181,-0.1955,0,0.4419,1.46
partner_591,APAC,Retail,Silver,3,5,improving,6,4.7,49.9,43,3,0,0.4234,1,74979.29,3.26,0.3264,-0.1432,0,1.0,0.99
partner_592,NA,Retail,Gold,59,9,improving,0,3.1,77.3,27,4,0,0.0002,0,47518.96,40.41,0.1695,0.6672,1,0.4545,38.14
partner_593,NA,Services,Silver,24,6,stable,4,1.6,53.8,51,4,0,0.0552,0,16011.1,-6.09,0.1113,0.0971,0,0.25,-8.4
partner_594,NA,Tech,Bronze,46,7,declining,5,0.9,55.4,27,2,0,0.0031,0,11210.49,6.8,0.2567,-0.0351,0,0.6667,3.23
partner_595,EMEA,Services,Bronze,58,10,improving,1,0.5,71.8,25,4,0,0.0027,0,11941.29,8.66,0.2031,-0.2,0,0.7619,6.35
partner_596,EMEA,Manufacturing,Gold,31,7,declining,2,2.3,38.4,57,4,0,0.0672,0,31380.92,-14.59,0.371,-0.303,0,0.1538,-15.18
partner_597,LATAM,Retail,Bronze,52,6,stable,2,3.9,37.4,38,1,1,0.3792,0,14197.22,-0.07,0.0689,-0.2768,0,0.96,-2.34
partner_598,LATAM,Retail,Bronze,30,5,improving,6,1.6,54.4,51,2,0,0.0121,0,11967.17,-13.42,0.1438,0.5201,1,0.72,-15.69
partner_599,APAC,Services,Gold,10,4,stable,3,4.2,64.7,22,2,1,0.107,0,38830.02,1.0,0.0868,0.2953,0,0.1818,-1.31
partner_600,LATAM,Retail,Gold,4,7,improving,0,2.0,39.8,0,7,0,0.0028,0,110878.63,0.29,0.2292,0.8203,1,0.6667,-1.98
partner_601,NA,Services,Bronze,10,9,improving,0,1.5,66.5,11,8,0,0.0013,0,5599.78,6.35,0.3678,-0.1605,0,0.2273,4.04
partner_602,LATAM,Retail,Silver,57,7,improving,3,4.3,66.9,47,2,0,0.0182,0,40110.46,17.12,0.2324,0.8999,1,0.8571,14.85
partner_603,APAC,Manufacturing,Bronze,30,3,stable,9,4.4,36.7,60,0,1,0.3249,1,10824.86,-5.22,0.08,0.1198,0,0.75,-5.8
partner_604,LATAM,Services,Silver,21,5,declining,11,6.7,66.7,68,1,1,0.8623,0,24329.09,-20.9,0.3314,-0.4475,0,0.619,-23.21
partner_605,APAC,Retail,Bronze,28,5,stable,6,4.9,49.5,21,3,0,0.0238,0,9812.32,-6.47,0.2495,0.7059,1,0.6129,-8.74
partner_606,LATAM,Retail,Bronze,17,9,improving,2,1.7,89.0,23,3,0,0.0005,0,12735.27,-9.06,0.17,-0.3547,0,0.88,-11.33
partner_607,APAC,Services,Silver,53,5,stable,6,6.1,50.1,56,1,1,0.5579,1,18542.85,5.29,0.0973,-0.2738,0,0.4706,2.98
partner_608,EMEA,Retail,Bronze,60,7,improving,1,1.5,72.6,21,3,0,0.0059,0,14631.26,-10.0,0.2449,0.7311,1,0.8605,-12.27
partner_609,LATAM,Tech,Silver,7,6,improving,2,5.1,43.9,25,3,0,0.0124,0,31170.41,35.48,0.207,0.7847,1,0.6471,31.91
partner_610,NA,Tech,Bronze,44,8,improving,2,3.6,68.0,0,2,0,0.0005,0,7903.98,-14.79,0.2317,-0.0863,0,0.4359,-18.36
partner_611,NA,Retail,Gold,22,6,improving,9,3.0,40.9,84,1,1,0.7663,1,89185.5,-8.46,0.2945,-0.2072,0,0.8182,-10.73
partner_612,LATAM,Services,Silver,5,6,stable,1,1.3,49.2,33,2,0,0.1631,0,9110.43,4.37,0.0793,0.0558,0,0.0476,2.06
partner_613,APAC,Services,Bronze,56,4,improving,3,3.4,8.5,28,0,0,0.0777,0,12571.8,2.99,0.1026,-0.3177,0,0.7097,0.68
partner_614,APAC,Tech,Silver,6,4,improving,6,5.5,46.6,87,0,0,0.7638,1,20801.24,13.76,0.2455,0.0881,0,0.1875,10.19
partner_615,EMEA,Services,Bronze,14,7,declining,0,2.4,64.6,11,3,0,0.0175,0,4854.98,-3.09,0.0834,0.051,0,0.1429,-5.4
partner_616,LATAM,Retail,Bronze,4,3,stable,6,4.7,53.0,51,0,0,0.4401,0,4576.61,-9.04,0.2568,-0.5628,0,0.28,-11.31
partner_617,LATAM,Retail,Bronze,30,5,stable,6,3.7,44.9,22,1,1,0.1911,1,12292.69,-12.32,0.0899,-0.0231,0,0.84,-14.59
partner_618,NA,Manufacturing,Gold,37,6,improving,4,0.9,38.8,67,2,0,0.1155,0,113215.11,-1.35,0.2275,0.8113,1,0.8182,-1.94
partner_619,EMEA,Services,Silver,21,7,declining,7,5.8,21.8,84,0,1,0.4988,1,12995.77,-18.47,0.3382,0.1009,0,0.0588,-20.78
partner_620,EMEA,Retail,Gold,7,5,declining,4,6.6,29.7,82,0,1,0.4631,0,81196.99,-2.2,0.0917,0.1473,0,0.6429,-4.47
partner_621,LATAM,Retail,Gold,9,6,stable,1,5.0,90.9,70,2,0,0.0138,0,76073.37,38.88,0.2311,0.9177,1,0.3333,36.61
partner_622,NA,Tech,Gold,57,7,stable,2,2.7,33.5,25,2,0,0.0101,0,56850.51,0.9,0.0988,0.1256,0,0.3333,-2.67
partner_623,APAC,Services,Bronze,49,6,improving,4,3.3,18.8,89,0,0,0.6453,1,8691.47,11.39,0.215,0.8213,1,0.3871,9.08
partner_624,NA,Retail,Gold,57,7,declining,4,2.7,41.5,48,0,0,0.1299,1,27506.04,-3.82,0.1695,0.1923,0,0.0909,-6.09
partner_625,APAC,Tech,Silver,33,7,stable,5,1.4,90.2,3,1,1,0.0022,0,29859.48,25.02,0.2193,0.5214,1,0.375,21.45
partner_626,NA,Manufacturing,Bronze,34,4,stable,7,8.5,42.8,54,1,1,0.4755,1,9902.3,3.54,0.1608,0.191,0,0.7273,2.96
partner_627,LATAM,Tech,Silver,48,5,declining,2,3.8,72.1,52,0,1,0.1466,0,16072.51,-6.67,0.3384,-0.3215,0,0.2353,-10.24
partner_628,EMEA,Retail,Bronze,38,10,stable,0,3.0,76.7,0,5,0,0.0001,0,4746.88,-0.77,0.0995,-0.1895,0,0.1395,-3.04
partner_629,NA,Retail,Bronze,28,3,declining,3,6.0,15.6,61,0,1,0.9552,1,10944.37,4.11,0.1699,0.8747,1,0.766,1.84
partner_630,APAC,Tech,Bronze,19,7,improving,0,3.0,59.5,39,3,1,0.0081,0,11863.93,21.68,0.2128,0.7484,1,0.6923,18.11
partner_631,APAC,Tech,Bronze,31,6,stable,7,2.8,43.4,57,2,0,0.2897,1,7405.28,-5.87,0.0946,0.0657,0,0.4615,-9.44
partner_632,APAC,Services,Bronze,6,9,improving,1,3.8,62.0,46,2,0,0.0011,0,10617.2,8.4,0.1164,-0.2815,0,0.6129,6.09
partner_633,EMEA,Manufacturing,Gold,14,9,stable,0,0.8,67.3,20,4,0,0.0008,0,51925.45,-8.65,0.2638,-0.408,0,0.4615,-9.24
partner_634,NA,Manufacturing,Silver,45,5,declining,5,5.1,53.2,36,0,1,0.5105,1,19316.6,2.39,0.1792,0.2431,0,0.2308,1.81
partner_635,EMEA,Services,Silver,53,10,improving,0,0.5,100.0,0,7,0,0.0,0,13096.67,-15.32,0.2915,-0.0862,0,0.0882,-17.63
partner_636,EMEA,Tech,Bronze,8,9,improving,2,2.4,47.6,31,3,0,0.0155,0,20102.4,11.14,0.3351,-0.3246,0,0.9375,7.57
partner_637,LATAM,Tech,Bronze,8,5,declining,6,3.6,25.1,41,1,1,0.152,0,3506.39,-11.59,0.2208,0.1392,0,0.0645,-15.16
partner_638,LATAM,Services,Bronze,7,5,declining,5,6.2,49.2,46,1,1,0.6818,1,5533.17,12.11,0.1515,0.4988,0,0.1905,9.8
partner_639,LATAM,Retail,Silver,48,8,improving,2,0.5,60.7,0,2,1,0.0003,0,13772.99,11.55,0.1917,0.7264,1,0.0714,9.28
partner_640,APAC,Manufacturing,Bronze,21,2,stable,9,9.7,30.4,50,0,0,0.9735,1,4963.76,7.92,0.0951,0.5118,1,0.1667,7.34
partner_641,LATAM,Services,Silver,21,7,stable,3,1.6,88.5,39,3,0,0.0014,0,16098.84,-15.96,0.3081,-0.1553,0,0.2857,-18.27
partner_642,APAC,Retail,Silver,3,7,improving,1,2.5,48.9,0,3,1,0.0023,0,56991.46,8.89,0.0896,0.1914,0,0.9375,6.62
partner_643,EMEA,Tech,Silver,59,5,stable,3,4.4,50.5,41,2,0,0.053,0,47708.94,13.51,0.19,0.5167,1,0.9677,9.94
partner_644,EMEA,Retail,Gold,28,4,stable,3,4.7,41.4,33,0,0,0.053,0,28816.02,-8.14,0.3315,-0.1537,0,0.0714,-10.41
partner_645,LATAM,Retail,Bronze,49,4,declining,13,5.6,19.2,34,0,1,0.8802,1,12110.88,-5.74,0.0844,-0.1989,0,0.76,-8.01
partner_646,APAC,Tech,Gold,44,5,improving,5,6.4,18.0,70,0,1,0.7871,1,55507.43,5.37,0.2691,-0.5113,0,0.3636,1.8
partner_647,EMEA,Retail,Silver,11,4,declining,5,8.7,45.8,73,0,0,0.9467,1,54267.45,17.76,0.2646,0.0152,0,0.8485,15.49
partner_648,NA,Services,Silver,49,4,improving,3,5.3,35.5,60,1,0,0.1351,0,26692.91,-10.26,0.091,-0.0302,0,0.55,-12.57
partner_649,LATAM,Services,Silver,34,9,improving,0,2.2,60.5,0,7,0,0.0005,0,19850.98,-15.08,0.2313,0.0081,0,0.5238,-17.39
partner_650,EMEA,Services,Silver,38,6,declining,9,3.4,42.5,33,1,1,0.3484,0,32305.15,-9.13,0.1375,-0.0084,0,0.6765,-11.44
partner_651,NA,Retail,Gold,14,6,declining,2,2.6,68.6,62,1,1,0.0757,0,46611.36,-13.92,0.2189,-0.6296,0,0.2727,-16.19
partner_652,APAC,Retail,Bronze,52,3,stable,6,6.6,33.6,52,0,0,0.4289,0,17470.91,-16.27,0.0867,0.1182,0,0.9355,-18.54
partner_653,LATAM,Retail,Silver,57,5,declining,7,7.5,36.4,67,1,0,0.8444,1,27733.31,3.92,0.103,0.1749,0,0.5,1.65
partner_654,EMEA,Retail,Silver,26,9,stable,1,4.5,27.6,23,1,0,0.0123,0,24309.64,-8.23,0.0997,0.253,0,0.3939,-10.5
partner_655,APAC,Services,Bronze,8,9,improving,0,0.5,85.4,27,3,1,0.0003,0,8904.42,6.91,0.1029,-0.0747,0,0.4516,4.6
partner_656,NA,Tech,Gold,52,6,declining,7,1.1,44.5,4,1,1,0.0306,0,212814.35,8.35,0.2992,-0.3552,0,1.0,4.78
partner_657,APAC,Retail,Bronze,54,9,improving,1,1.9,92.8,38,8,0,0.0003,0,13736.0,4.43,0.1791,0.762,1,0.8065,2.16
partner_658,EMEA,Services,Silver,32,8,stable,1,3.1,28.6,29,3,0,0.0208,0,42526.95,11.99,0.3385,0.1523,0,0.7941,9.68
partner_659,NA,Tech,Bronze,36,7,declining,3,2.9,59.3,6,5,0,0.0044,0,6207.75,-20.11,0.3671,-0.2155,0,0.2051,-23.68
partner_660,NA,Retail,Bronze,15,3,stable,5,5.5,67.6,20,1,0,0.0293,0,9603.66,2.79,0.2121,-0.0294,0,0.7021,0.52
partner_661,EMEA,Retail,Silver,6,6,declining,2,5.1,49.3,32,2,0,0.0763,0,20016.82,5.54,0.0855,-0.372,0,0.2121,3.27
partner_662,APAC,Manufacturing,Bronze,57,6,improving,1,4.1,51.0,42,3,0,0.0365,0,13808.73,-4.43,0.3296,-0.2207,0,0.9167,-5.01
partner_663,EMEA,Services,Bronze,31,8,stable,4,0.9,52.9,38,0,0,0.0055,0,4270.54,31.43,0.2452,0.8277,1,0.0952,29.12
partner_664,EMEA,Retail,Bronze,18,4,stable,4,3.0,29.3,36,0,0,0.2638,0,5173.02,-25.99,0.2985,0.314,0,0.2093,-28.26
partner_665,NA,Services,Bronze,43,10,improving,1,1.6,100.0,27,7,1,0.0001,0,6693.35,18.95,0.091,-0.2328,0,0.3636,16.64
partner_666,LATAM,Services,Silver,4,10,improving,0,0.5,90.5,0,7,0,0.0,0,38275.44,-0.03,0.1902,-0.2742,0,0.9048,-2.34
partner_667,APAC,Services,Gold,7,8,stable,3,2.0,49.3,33,0,1,0.0026,0,85271.05,13.83,0.3827,-0.0543,0,0.8182,11.52
partner_668,APAC,Retail,Bronze,17,8,declining,3,4.8,54.4,39,1,0,0.2085,1,8990.96,3.17,0.0807,-0.2647,0,0.5484,0.9
partner_669,EMEA,Retail,Silver,29,8,improving,0,0.5,89.0,33,1,0,0.0007,0,63314.88,-2.12,0.0804,-0.1362,0,0.9091,-4.39
partner_670,NA,Services,Bronze,24,5,stable,4,0.5,54.3,38,4,1,0.0163,0,4687.5,-6.67,0.2393,0.0761,0,0.1136,-8.98
partner_671,EMEA,Tech,Silver,13,1,stable,6,4.0,42.7,56,0,1,0.7489,1,17903.34,13.6,0.1938,0.4916,0,0.2903,10.03
partner_672,NA,Manufacturing,Bronze,23,9,declining,2,4.7,66.5,21,2,0,0.0161,0,6481.22,-6.91,0.0862,0.3884,0,0.3333,-7.5
partner_673,APAC,Services,Bronze,22,6,improving,2,6.1,51.5,69,1,0,0.164,0,22003.23,22.29,0.1816,0.7547,1,1.0,19.98
partner_674,LATAM,Retail,Bronze,33,4,declining,4,2.1,41.3,76,0,1,0.76,1,4393.07,-26.62,0.3038,-0.0088,0,0.2,-28.89
partner_675,NA,Services,Silver,35,6,stable,4,1.4,61.6,50,1,1,0.0302,0,25693.99,3.3,0.08,-0.0894,0,0.45,0.99
partner_676,NA,Services,Silver,54,5,stable,3,4.4,67.3,38,2,0,0.0042,0,10516.95,10.25,0.0968,-0.0275,0,0.1,7.94
partner_677,APAC,Manufacturing,Bronze,49,10,stable,0,0.5,91.6,33,7,0,0.0001,0,6572.66,-7.79,0.1115,-0.047,0,0.25,-8.38
partner_678,NA,Tech,Silver,19,6,improving,0,5.7,56.5,51,4,0,0.0184,0,43214.69,5.41,0.2614,0.7215,1,0.7,1.84
partner_679,EMEA,Services,Silver,55,5,stable,5,4.5,64.2,42,1,0,0.0395,0,29474.11,-16.95,0.1031,-0.1579,0,0.5,-19.26
partner_680,NA,Tech,Bronze,33,7,stable,1,4.4,84.3,28,4,0,0.0202,0,7007.4,-39.96,0.2708,0.8693,1,0.2308,-43.53
partner_681,EMEA,Manufacturing,Silver,13,7,declining,0,1.7,48.7,38,4,0,0.0716,0,16927.75,-0.29,0.1134,-0.125,0,0.2381,-0.88
partner_682,EMEA,Services,Gold,22,8,improving,0,3.3,76.6,0,3,0,0.0007,0,221826.25,8.45,0.2689,-0.2024,0,1.0,6.14
partner_683,EMEA,Manufacturing,Bronze,46,6,stable,5,7.4,36.0,74,1,0,0.5006,1,4465.83,-6.92,0.0948,0.2454,0,0.1538,-7.5
partner_684,NA,Retail,Silver,50,7,declining,2,4.3,49.5,22,1,0,0.0168,0,28585.61,-1.28,0.0925,0.0052,0,0.5357,-3.55
partner_685,LATAM,Retail,Bronze,24,4,declining,5,5.1,14.2,50,0,0,0.1906,0,7153.78,-22.4,0.2372,0.7252,1,0.56,-24.67
partner_686,NA,Retail,Silver,12,6,stable,3,3.0,52.7,14,3,0,0.0078,0,21277.39,-22.38,0.2062,0.7972,1,0.25,-24.65
partner_687,NA,Tech,Bronze,14,7,stable,1,0.6,66.7,18,4,0,0.0015,0,13445.83,9.36,0.3108,-0.0193,0,0.7692,5.79
partner_688,APAC,Tech,Silver,9,5,stable,2,1.7,42.3,31,2,0,0.0401,0,34272.94,25.21,0.3696,-0.5832,0,0.625,21.64
partner_689,LATAM,Manufacturing,Bronze,43,10,stable,1,0.5,100.0,22,4,0,0.0001,0,11124.48,-1.56,0.296,0.4362,0,0.5217,-2.14
partner_690,NA,Tech,Silver,32,6,stable,5,0.9,34.0,63,1,0,0.1291,0,20887.8,-8.75,0.1501,0.06,0,0.2667,-12.32
partner_691,EMEA,Services,Gold,29,10,stable,0,0.5,82.9,59,3,0,0.0016,0,50392.1,7.46,0.1932,0.1207,0,0.4444,5.15
partner_692,APAC,Services,Bronze,41,6,stable,1,0.5,16.1,44,0,0,0.0897,0,8812.06,5.25,0.1033,-0.0369,0,0.4194,2.94
partner_693,EMEA,Retail,Gold,51,9,declining,0,1.1,69.0,17,3,0,0.0009,0,77311.9,2.95,0.1023,0.1538,0,0.4286,0.68
partner_694,NA,Manufacturing,Gold,49,7,declining,3,3.6,75.7,42,2,0,0.0058,0,108587.86,1.78,0.1097,-0.1777,0,0.7273,1.19
partner_695,APAC,Manufacturing,Gold,10,5,improving,6,3.4,60.2,28,0,0,0.1058,0,103837.31,9.17,0.1769,-0.0444,0,0.5,8.58
partner_696,NA,Tech,Bronze,37,9,declining,1,1.8,72.6,1,4,0,0.0007,0,5282.49,-4.81,0.2203,-0.099,0,0.1282,-8.38
