partner_id,region,vertical,partner_tier,scoring_path,months_as_partner,avg_monthly_gtv,gtv_trend_3m,gtv_trend_yoy_3m,gtv_seasonal_deviation_pct,gtv_ramp_vs_cohort,nps_score,nps_trend,engagement_score,days_since_last_contact,has_competitor_relationship,predicted_churn_probability,expected_cost_of_inaction,primary_risk_drivers,risk_flag
partner_135,NA,Services,Certified,mature,40,19602.26,3.56,0.21,0.0,0.0,6,declining,65.6,45,1,0.096,11287.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_996,NA,Services,Registered,mature,46,9635.09,0.61,-16.24,0.0,0.0,5,improving,49.3,49,1,0.1948,11259.0,"declining year-over-year, weak/declining NPS, competitor relationship",🟢 Low Risk
partner_521,APAC,Retail,Registered,new_partner,3,4832.34,1.28,1.75,0.0,-94.8,6,declining,45.3,42,1,0.381,11047.0,"ramping behind cohort norm for a new partner, weak/declining NPS, competitor relationship",🟢 Low Risk
partner_299,LATAM,Manufacturing,Registered,mature,20,3398.96,4.67,-21.54,0.0,0.0,6,stable,13.9,85,0,0.5341,10892.0,"declining year-over-year, long contact gap",🟢 Low Risk
partner_640,APAC,Manufacturing,Registered,mature,21,9490.15,-5.79,-5.62,0.0,0.0,5,improving,43.1,28,1,0.1913,10891.0,"declining GTV, weak/declining NPS, competitor relationship",🟢 Low Risk
partner_566,LATAM,Tech,Registered,mature,18,4235.14,3.05,9.12,0.0,0.0,6,declining,64.2,46,1,0.4275,10863.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_532,LATAM,Retail,Certified,mature,16,39917.62,-20.74,-29.28,0.0,0.0,6,improving,20.9,27,0,0.045,10782.0,"declining GTV, declining year-over-year",🟢 Low Risk
partner_101,APAC,Retail,Certified,mature,14,25878.98,-2.03,-16.18,0.0,0.0,7,stable,42.8,27,1,0.0692,10738.0,"declining year-over-year, competitor relationship",🟢 Low Risk
partner_589,EMEA,Retail,Registered,mature,16,9513.03,4.0,21.41,0.0,0.0,7,stable,40.7,64,1,0.186,10616.0,"long contact gap, competitor relationship",🟢 Low Risk
partner_710,NA,Retail,Certified,mature,31,10092.16,-11.34,-34.55,0.0,0.0,5,improving,48.2,19,1,0.175,10595.0,"declining GTV, declining year-over-year, weak/declining NPS, competitor relationship",🟢 Low Risk
partner_986,APAC,Services,Registered,mature,52,15526.04,5.61,24.56,0.0,0.0,5,declining,65.3,26,1,0.1136,10582.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_146,EMEA,Tech,Strategic,mature,50,59793.0,3.01,-3.94,0.0,0.0,7,stable,47.6,27,1,0.0293,10494.0,competitor relationship,🟢 Low Risk
partner_159,LATAM,Tech,Registered,mature,47,9733.13,-32.96,10.68,1.34,0.0,5,stable,36.1,21,1,0.1784,10416.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_56,LATAM,Manufacturing,Registered,mature,52,4622.51,-1.16,5.98,0.0,0.0,5,stable,54.3,54,1,0.3747,10393.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_325,APAC,Tech,Registered,mature,57,5701.38,-12.04,0.73,0.0,0.0,3,improving,34.2,26,1,0.3021,10335.0,"declining GTV, weak/declining NPS, competitor relationship",🟢 Low Risk
partner_637,LATAM,Tech,Registered,new_partner,8,2899.3,1.28,1.75,0.0,-84.17,5,stable,21.4,56,1,0.5884,10236.0,"ramping behind cohort norm for a new partner, weak/declining NPS, competitor relationship",🟢 Low Risk
partner_418,LATAM,Tech,Certified,mature,9,26376.28,-7.25,-22.53,0.0,0.0,7,stable,67.6,44,1,0.064,10125.0,"declining GTV, declining year-over-year, competitor relationship",🟢 Low Risk
partner_649,LATAM,Services,Certified,mature,34,15780.51,-13.97,-34.05,0.0,0.0,6,declining,57.8,23,1,0.1062,10058.0,"declining GTV, declining year-over-year, weak/declining NPS, competitor relationship",🟢 Low Risk
partner_411,LATAM,Services,Certified,mature,52,31303.29,-16.29,-35.96,0.0,0.0,9,declining,50.1,42,1,0.0534,10034.0,"declining GTV, declining year-over-year, weak/declining NPS, competitor relationship",🟢 Low Risk
partner_846,APAC,Manufacturing,Certified,mature,41,31213.18,-22.32,0.76,-1.02,0.0,7,stable,70.1,41,1,0.0536,10029.0,competitor relationship,🟢 Low Risk
partner_82,NA,Services,Registered,mature,25,5148.64,-5.65,7.37,0.0,0.0,7,improving,49.2,91,1,0.3226,9966.0,"declining GTV, long contact gap, competitor relationship",🟢 Low Risk
partner_895,LATAM,Tech,Strategic,mature,43,85191.41,-7.57,-34.11,0.0,0.0,8,declining,80.9,56,0,0.0194,9938.0,"declining GTV, declining year-over-year, weak/declining NPS",🟢 Low Risk
partner_279,APAC,Services,Strategic,new_partner,5,63196.75,1.28,1.75,0.0,58.1,7,declining,79.4,33,1,0.0261,9906.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_60,EMEA,Manufacturing,Registered,mature,24,7899.09,-13.04,-35.26,0.0,0.0,7,improving,36.7,69,1,0.2077,9842.0,"declining GTV, declining year-over-year, long contact gap, competitor relationship",🟢 Low Risk
partner_584,NA,Retail,Registered,mature,44,6255.27,-17.92,-24.14,0.0,0.0,8,stable,37.0,65,1,0.2617,9823.0,"declining GTV, declining year-over-year, long contact gap, competitor relationship",🟢 Low Risk
partner_148,NA,Services,Strategic,mature,44,60870.79,-18.6,-30.33,0.0,0.0,6,declining,63.2,20,1,0.0268,9798.0,"declining GTV, declining year-over-year, weak/declining NPS, competitor relationship",🟢 Low Risk
partner_210,NA,Tech,Registered,mature,40,20346.69,-11.34,-0.92,0.0,0.0,5,stable,52.6,58,0,0.0799,9752.0,"declining GTV, weak/declining NPS",🟢 Low Risk
partner_586,LATAM,Services,Registered,mature,36,6219.35,1.74,-19.97,-15.87,0.0,5,declining,39.0,31,1,0.2609,9737.0,"underperforming their own normal season, declining year-over-year, weak/declining NPS, competitor relationship",🟢 Low Risk
partner_976,LATAM,Retail,Certified,mature,46,10636.58,4.01,8.06,2.39,0.0,5,improving,53.9,33,1,0.15,9573.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_614,APAC,Tech,Certified,new_partner,6,8559.14,1.28,1.75,0.0,-89.23,6,stable,40.5,38,1,0.1863,9567.0,"ramping behind cohort norm for a new partner, competitor relationship",🟢 Low Risk
partner_402,APAC,Retail,Certified,mature,47,18896.59,-33.34,-4.79,-0.8,0.0,5,improving,77.2,52,1,0.0808,9159.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_616,LATAM,Retail,Registered,new_partner,4,2927.07,1.28,1.75,0.0,-95.27,3,stable,41.7,55,0,0.5181,9098.0,"ramping behind cohort norm for a new partner, weak/declining NPS",🟢 Low Risk
partner_200,NA,Manufacturing,Certified,mature,12,14224.9,-14.66,-31.88,0.0,0.0,8,improving,33.5,44,1,0.1045,8918.0,"declining GTV, declining year-over-year, competitor relationship",🟢 Low Risk
partner_235,APAC,Retail,Certified,mature,47,96446.41,10.64,71.39,0.0,0.0,7,stable,85.7,42,0,0.0151,8754.0,engagement decline,🟢 Low Risk
partner_430,APAC,Tech,Certified,mature,11,35373.34,59.35,35.37,28.09,0.0,7,declining,63.0,32,0,0.0412,8747.0,weak/declining NPS,🟢 Low Risk
partner_503,APAC,Tech,Strategic,mature,32,109700.55,-21.11,-5.74,-10.45,0.0,6,stable,91.1,23,1,0.0133,8724.0,"underperforming their own normal season, competitor relationship",🟢 Low Risk
partner_615,EMEA,Services,Registered,mature,14,2711.93,4.83,-2.87,0.0,0.0,4,stable,47.0,64,0,0.535,8705.0,"weak/declining NPS, long contact gap",🟢 Low Risk
partner_967,APAC,Manufacturing,Registered,mature,55,15429.48,2.82,16.92,0.0,0.0,6,declining,46.9,52,0,0.0932,8630.0,weak/declining NPS,🟢 Low Risk
partner_495,LATAM,Tech,Strategic,mature,19,176801.6,9.57,53.26,0.0,0.0,8,improving,69.1,43,0,0.0081,8608.0,engagement decline,🟢 Low Risk
partner_759,EMEA,Services,Certified,mature,20,35051.55,-9.04,-2.31,3.82,0.0,7,improving,55.8,7,1,0.0408,8587.0,competitor relationship,🟢 Low Risk
partner_655,APAC,Services,Registered,new_partner,8,9151.67,1.28,1.75,0.0,-28.37,6,declining,54.0,59,0,0.156,8564.0,"ramping behind cohort norm for a new partner, weak/declining NPS",🟢 Low Risk
partner_283,EMEA,Tech,Registered,mature,37,12291.89,11.11,-6.52,-13.94,0.0,5,declining,48.0,36,1,0.1152,8500.0,"underperforming their own normal season, weak/declining NPS, competitor relationship",🟢 Low Risk
partner_389,EMEA,Services,Certified,mature,15,48948.97,19.19,9.82,5.74,0.0,7,declining,65.7,24,0,0.0287,8423.0,weak/declining NPS,🟢 Low Risk
partner_335,EMEA,Services,Registered,new_partner,6,24222.4,1.28,1.75,0.0,288.1,6,stable,41.3,54,0,0.0578,8405.0,engagement decline,🟢 Low Risk
partner_591,APAC,Retail,Certified,new_partner,3,23239.83,1.28,1.75,0.0,-29.62,6,stable,66.5,26,1,0.06,8362.0,"ramping behind cohort norm for a new partner, competitor relationship",🟢 Low Risk
partner_875,LATAM,Services,Registered,mature,28,8134.29,7.19,7.64,0.0,0.0,5,stable,54.4,82,0,0.1711,8352.0,"weak/declining NPS, long contact gap",🟢 Low Risk
partner_870,EMEA,Services,Registered,new_partner,7,8351.62,1.28,1.75,0.0,-52.56,4,stable,47.6,9,1,0.1665,8345.0,"ramping behind cohort norm for a new partner, weak/declining NPS, competitor relationship",🟢 Low Risk
partner_184,NA,Retail,Registered,mature,56,7185.67,13.71,2.98,0.0,0.0,7,declining,46.4,68,1,0.1932,8329.0,"weak/declining NPS, long contact gap, competitor relationship",🟢 Low Risk
partner_244,NA,Retail,Registered,mature,22,10161.07,-5.24,7.9,0.0,0.0,7,improving,37.4,46,1,0.1364,8317.0,"declining GTV, competitor relationship",🟢 Low Risk
partner_657,APAC,Retail,Registered,mature,54,14491.16,-22.09,2.35,-4.49,0.0,5,improving,39.1,36,1,0.0949,8255.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_778,EMEA,Tech,Certified,mature,28,43001.68,-14.46,-9.73,-6.89,0.0,10,stable,37.9,54,1,0.0309,7965.0,competitor relationship,🟢 Low Risk
partner_879,LATAM,Tech,Certified,mature,37,9148.44,17.66,3.24,4.26,0.0,7,declining,41.0,25,1,0.1443,7918.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_835,LATAM,Retail,Certified,new_partner,6,51615.37,1.28,1.75,0.0,77.51,6,stable,65.4,33,0,0.0255,7897.0,engagement decline,🟢 Low Risk
partner_939,APAC,Retail,Registered,mature,49,3425.87,-16.24,-28.6,0.0,0.0,4,declining,43.6,67,0,0.383,7872.0,"declining GTV, declining year-over-year, weak/declining NPS, long contact gap",🟢 Low Risk
partner_603,APAC,Manufacturing,Registered,mature,30,6731.02,-0.22,-0.94,0.0,0.0,5,stable,44.1,32,0,0.1944,7851.0,weak/declining NPS,🟢 Low Risk
partner_601,NA,Services,Registered,mature,10,17984.45,19.07,85.71,0.0,0.0,8,declining,51.2,55,1,0.0721,7782.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_530,NA,Retail,Certified,mature,22,53569.1,40.08,-1.06,0.39,0.0,9,declining,65.9,28,1,0.0241,7760.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_747,NA,Manufacturing,Registered,new_partner,3,10906.37,1.28,1.75,0.0,-81.84,6,declining,50.0,24,0,0.1183,7741.0,"ramping behind cohort norm for a new partner, weak/declining NPS",🟢 Low Risk
partner_903,EMEA,Services,Registered,mature,50,12313.59,-2.03,44.39,0.0,0.0,7,stable,49.7,65,1,0.1013,7481.0,"long contact gap, competitor relationship",🟢 Low Risk
partner_992,LATAM,Manufacturing,Certified,mature,50,25583.86,11.11,12.02,2.15,0.0,6,improving,78.1,90,1,0.0487,7475.0,"long contact gap, competitor relationship",🟢 Low Risk
partner_272,EMEA,Tech,Certified,mature,47,18140.01,17.95,16.2,4.36,0.0,6,stable,35.2,8,1,0.0673,7322.0,competitor relationship,🟢 Low Risk
partner_972,EMEA,Services,Certified,mature,46,39368.9,16.79,73.35,0.0,0.0,7,stable,71.2,62,1,0.0309,7309.0,"long contact gap, competitor relationship",🟢 Low Risk
partner_749,LATAM,Tech,Registered,mature,24,9004.17,8.95,49.52,0.0,0.0,7,declining,38.0,39,1,0.1353,7309.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_109,EMEA,Services,Registered,mature,38,13274.02,1.39,16.12,0.0,0.0,7,improving,49.7,66,1,0.0914,7279.0,"long contact gap, competitor relationship",🟢 Low Risk
partner_83,APAC,Services,Certified,mature,16,13811.8,-8.35,-24.58,0.0,0.0,7,improving,38.2,18,1,0.0877,7265.0,"declining GTV, declining year-over-year, competitor relationship",🟢 Low Risk
partner_363,EMEA,Manufacturing,Registered,mature,47,5894.02,-4.9,-4.82,0.0,0.0,4,declining,56.5,53,0,0.2041,7219.0,weak/declining NPS,🟢 Low Risk
partner_187,NA,Tech,Certified,mature,25,16787.06,-15.6,-23.17,0.0,0.0,7,improving,42.5,28,1,0.0712,7170.0,"declining GTV, declining year-over-year, competitor relationship",🟢 Low Risk
partner_544,APAC,Retail,Registered,mature,37,16360.28,-10.64,-0.99,-5.03,0.0,8,improving,53.7,59,1,0.073,7166.0,competitor relationship,🟢 Low Risk
partner_936,EMEA,Retail,Registered,mature,20,14270.43,-0.57,6.38,0.0,0.0,8,improving,59.9,82,1,0.0836,7157.0,"long contact gap, competitor relationship",🟢 Low Risk
partner_611,NA,Retail,Strategic,mature,22,31360.35,-1.04,-31.57,0.0,0.0,5,improving,70.0,23,1,0.0378,7120.0,"declining year-over-year, weak/declining NPS, competitor relationship",🟢 Low Risk
partner_394,LATAM,Retail,Registered,mature,35,6853.53,6.72,8.85,0.0,0.0,6,stable,37.3,42,1,0.1726,7098.0,competitor relationship,🟢 Low Risk
partner_113,NA,Manufacturing,Registered,mature,29,6353.39,-5.51,-4.6,0.0,0.0,5,stable,37.2,30,1,0.183,6975.0,"declining GTV, weak/declining NPS, competitor relationship",🟢 Low Risk
partner_197,NA,Retail,Registered,mature,38,3834.1,-8.44,-35.78,0.0,0.0,5,stable,43.3,84,0,0.3028,6966.0,"declining GTV, declining year-over-year, weak/declining NPS, long contact gap",🟢 Low Risk
partner_470,NA,Retail,Registered,mature,12,13849.58,16.44,26.97,0.0,0.0,6,stable,54.7,46,1,0.0821,6822.0,competitor relationship,🟢 Low Risk
partner_814,NA,Retail,Registered,mature,32,11925.57,46.26,34.27,32.08,0.0,7,improving,32.8,45,0,0.0937,6707.0,engagement decline,🟢 Low Risk
partner_106,LATAM,Services,Certified,mature,40,73999.25,11.54,35.63,0.0,0.0,8,declining,71.4,21,1,0.0148,6563.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_636,EMEA,Tech,Registered,new_partner,8,13311.74,1.28,1.75,0.0,59.93,4,stable,58.3,17,1,0.081,6468.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_782,APAC,Services,Registered,mature,11,4826.68,-6.13,-37.25,0.0,0.0,6,improving,33.8,50,1,0.222,6428.0,"declining GTV, declining year-over-year, competitor relationship",🟢 Low Risk
partner_609,LATAM,Tech,Certified,new_partner,7,16615.65,1.28,1.75,0.0,-57.42,6,declining,57.3,54,0,0.0643,6409.0,"ramping behind cohort norm for a new partner, weak/declining NPS",🟢 Low Risk
partner_865,EMEA,Manufacturing,Registered,mature,55,5505.71,-0.48,-4.45,0.0,0.0,5,declining,12.2,8,0,0.1923,6353.0,weak/declining NPS,🟢 Low Risk
partner_821,EMEA,Services,Registered,mature,48,4614.98,-0.82,-5.01,0.0,0.0,4,declining,58.7,42,0,0.2293,6348.0,weak/declining NPS,🟢 Low Risk
partner_96,LATAM,Tech,Registered,mature,40,10981.79,-2.19,31.7,28.03,0.0,8,improving,35.8,25,1,0.0951,6266.0,competitor relationship,🟢 Low Risk
partner_199,EMEA,Retail,Registered,mature,12,14097.81,3.84,11.44,0.0,0.0,5,stable,54.9,44,0,0.0741,6266.0,weak/declining NPS,🟢 Low Risk
partner_233,APAC,Retail,Registered,mature,11,15417.65,19.14,6.8,0.0,0.0,7,stable,58.2,45,1,0.067,6201.0,competitor relationship,🟢 Low Risk
partner_488,EMEA,Tech,Certified,mature,20,10852.78,3.3,-9.76,0.0,0.0,6,improving,79.2,56,1,0.094,6122.0,competitor relationship,🟢 Low Risk
partner_117,LATAM,Retail,Registered,mature,51,5474.85,-0.99,-35.63,0.0,0.0,4,stable,42.4,33,1,0.1863,6118.0,"declining year-over-year, weak/declining NPS, competitor relationship",🟢 Low Risk
partner_512,APAC,Retail,Registered,mature,49,6539.07,2.51,34.99,0.0,0.0,5,improving,63.1,33,1,0.155,6083.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_240,EMEA,Retail,Certified,mature,18,30654.61,-1.08,0.13,0.0,0.0,7,improving,53.1,55,0,0.033,6069.0,engagement decline,🟢 Low Risk
partner_263,NA,Tech,Registered,mature,16,10284.09,7.32,34.41,0.0,0.0,6,improving,68.9,89,0,0.0983,6068.0,long contact gap,🟢 Low Risk
partner_67,NA,Tech,Certified,mature,25,25297.32,-8.11,3.65,-3.41,0.0,9,declining,79.3,75,0,0.0397,6033.0,"weak/declining NPS, long contact gap",🟢 Low Risk
partner_572,APAC,Manufacturing,Certified,mature,40,18881.74,-1.62,1.49,0.0,0.0,8,declining,45.7,27,0,0.0531,6021.0,weak/declining NPS,🟢 Low Risk
partner_557,EMEA,Services,Registered,mature,11,15175.46,-7.54,17.62,0.0,0.0,7,declining,65.2,30,1,0.0654,5955.0,"declining GTV, weak/declining NPS, competitor relationship",🟢 Low Risk
partner_786,NA,Services,Certified,mature,59,102883.15,5.77,56.96,0.0,0.0,8,declining,55.9,6,0,0.0096,5900.0,weak/declining NPS,🟢 Low Risk
partner_222,NA,Retail,Registered,mature,20,6469.26,-6.14,-2.77,0.0,0.0,5,improving,35.8,16,1,0.1511,5864.0,"declining GTV, weak/declining NPS, competitor relationship",🟢 Low Risk
partner_48,EMEA,Services,Certified,mature,36,23060.92,-4.71,2.89,-1.68,0.0,9,stable,77.6,74,1,0.0419,5802.0,"long contact gap, competitor relationship",🟢 Low Risk
partner_218,EMEA,Manufacturing,Strategic,mature,13,43436.03,10.92,7.17,0.0,0.0,8,improving,67.6,33,1,0.0219,5717.0,competitor relationship,🟢 Low Risk
partner_406,APAC,Retail,Registered,mature,56,16689.25,18.06,14.66,5.05,0.0,6,declining,64.1,50,0,0.057,5710.0,weak/declining NPS,🟢 Low Risk
partner_937,APAC,Tech,Registered,mature,31,5300.01,-1.04,0.69,0.0,0.0,5,declining,26.6,25,0,0.1793,5701.0,weak/declining NPS,🟢 Low Risk
partner_573,NA,Manufacturing,Certified,new_partner,4,14342.61,1.28,1.75,0.0,-76.29,8,stable,43.6,32,1,0.0661,5692.0,"ramping behind cohort norm for a new partner, competitor relationship",🟢 Low Risk
partner_892,APAC,Services,Strategic,mature,22,112362.12,-2.13,4.02,0.0,0.0,8,stable,47.8,18,0,0.0083,5610.0,engagement decline,🟢 Low Risk
partner_59,EMEA,Tech,Registered,mature,40,12226.54,4.59,-7.62,0.0,0.0,6,improving,53.5,27,1,0.0759,5568.0,competitor relationship,🟢 Low Risk
partner_527,APAC,Tech,Strategic,new_partner,3,121592.9,1.28,1.75,0.0,300.0,7,stable,52.4,3,0,0.0075,5498.0,engagement decline,🟢 Low Risk
partner_65,LATAM,Tech,Registered,mature,24,9879.45,41.72,13.71,4.93,0.0,7,declining,70.3,59,0,0.0925,5484.0,weak/declining NPS,🟢 Low Risk
partner_988,EMEA,Manufacturing,Certified,mature,38,22007.4,-8.49,14.96,0.0,0.0,6,declining,71.5,0,1,0.0415,5479.0,"declining GTV, weak/declining NPS, competitor relationship",🟢 Low Risk
partner_731,NA,Services,Registered,mature,42,10428.3,-5.93,-19.33,-20.56,0.0,5,stable,38.1,17,1,0.0874,5467.0,"underperforming their own normal season, declining year-over-year, weak/declining NPS, competitor relationship",🟢 Low Risk
partner_286,NA,Services,Registered,mature,60,12873.44,-21.56,21.83,10.0,0.0,7,improving,43.2,42,1,0.0708,5467.0,competitor relationship,🟢 Low Risk
partner_839,NA,Services,Registered,new_partner,6,4989.25,1.28,1.75,0.0,-69.67,7,declining,24.9,10,1,0.1825,5463.0,"ramping behind cohort norm for a new partner, weak/declining NPS, competitor relationship",🟢 Low Risk
partner_842,LATAM,Manufacturing,Registered,mature,52,7956.15,-3.49,33.79,0.0,0.0,7,declining,48.2,21,1,0.1123,5363.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_399,NA,Manufacturing,Registered,mature,35,7716.71,7.86,30.75,0.0,0.0,5,stable,62.8,28,1,0.1157,5355.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_641,LATAM,Services,Certified,mature,21,15264.31,-9.49,-28.99,-7.82,0.0,6,stable,50.4,63,0,0.0578,5296.0,"declining year-over-year, long contact gap",🟢 Low Risk
partner_72,NA,Manufacturing,Registered,mature,43,9640.55,-2.57,20.33,0.0,0.0,6,declining,73.3,47,1,0.0895,5176.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_716,EMEA,Services,Registered,mature,30,8520.85,19.38,37.58,0.0,0.0,5,stable,64.6,51,1,0.1007,5147.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_260,NA,Services,Registered,mature,57,13204.87,21.94,41.72,0.0,0.0,5,declining,28.4,20,0,0.0648,5134.0,weak/declining NPS,🟢 Low Risk
partner_54,LATAM,Retail,Certified,mature,18,33654.88,-3.97,3.0,0.0,0.0,3,improving,74.2,0,0,0.0253,5114.0,weak/declining NPS,🟢 Low Risk
partner_607,APAC,Services,Certified,mature,53,18868.37,4.78,11.37,0.0,0.0,8,declining,57.2,52,0,0.0446,5050.0,weak/declining NPS,🟢 Low Risk
partner_350,EMEA,Retail,Registered,mature,42,6764.82,-12.23,-32.98,0.0,0.0,7,stable,54.0,64,1,0.1236,5017.0,"declining GTV, declining year-over-year, long contact gap, competitor relationship",🟢 Low Risk
partner_869,EMEA,Tech,Strategic,mature,46,162380.2,0.85,33.23,0.0,0.0,8,stable,53.8,0,0,0.0051,4996.0,engagement decline,🟢 Low Risk
partner_219,APAC,Manufacturing,Strategic,new_partner,4,110414.97,1.28,1.75,0.0,189.08,9,declining,85.7,36,0,0.0075,4952.0,weak/declining NPS,🟢 Low Risk
partner_629,NA,Retail,Registered,mature,28,7814.04,-3.84,-4.09,-5.55,0.0,6,stable,52.7,56,1,0.1056,4949.0,competitor relationship,🟢 Low Risk
partner_464,NA,Tech,Certified,mature,9,47487.87,5.32,37.27,0.0,0.0,6,stable,75.1,36,0,0.0172,4914.0,engagement decline,🟢 Low Risk
partner_971,EMEA,Tech,Registered,mature,14,29812.87,-32.46,5.26,7.82,0.0,8,declining,61.6,18,0,0.0271,4856.0,weak/declining NPS,🟢 Low Risk
partner_664,EMEA,Retail,Registered,mature,18,6418.41,-6.57,-27.75,0.0,0.0,7,stable,51.9,50,1,0.126,4854.0,"declining GTV, declining year-over-year, competitor relationship",🟢 Low Risk
partner_991,LATAM,Retail,Certified,mature,36,14583.83,-2.7,2.53,0.0,0.0,6,stable,46.3,29,0,0.0551,4823.0,engagement decline,🟢 Low Risk
partner_848,LATAM,Manufacturing,Registered,mature,26,15413.18,-18.62,13.74,11.74,0.0,8,declining,58.9,47,0,0.0521,4821.0,weak/declining NPS,🟢 Low Risk
partner_143,APAC,Services,Certified,mature,33,27255.81,-14.09,-6.73,0.0,0.0,6,stable,26.6,0,0,0.0294,4815.0,declining GTV,🟢 Low Risk
partner_98,EMEA,Services,Registered,mature,56,16440.05,-27.47,20.61,12.09,0.0,6,stable,53.9,40,0,0.0484,4770.0,engagement decline,🟢 Low Risk
partner_610,NA,Tech,Registered,mature,44,8496.93,-7.32,-26.48,0.0,0.0,5,stable,63.4,51,1,0.0935,4765.0,"declining GTV, declining year-over-year, weak/declining NPS, competitor relationship",🟢 Low Risk
partner_169,NA,Services,Registered,mature,50,4153.63,-12.62,-32.56,0.0,0.0,4,stable,20.6,17,1,0.1871,4664.0,"declining GTV, declining year-over-year, weak/declining NPS, competitor relationship",🟢 Low Risk
partner_339,EMEA,Services,Certified,mature,49,20927.17,6.12,8.51,0.0,0.0,5,stable,76.7,46,0,0.0368,4622.0,weak/declining NPS,🟢 Low Risk
partner_232,NA,Manufacturing,Certified,mature,39,27715.31,19.69,11.13,4.88,0.0,10,declining,78.0,53,1,0.0278,4617.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_88,NA,Services,Registered,mature,28,6860.11,-18.01,-43.23,0.0,0.0,5,improving,34.3,36,1,0.1117,4599.0,"declining GTV, declining year-over-year, weak/declining NPS, competitor relationship",🟢 Low Risk
partner_336,LATAM,Services,Certified,mature,13,8083.1,3.03,-33.41,0.0,0.0,6,declining,50.1,35,0,0.0943,4574.0,"declining year-over-year, weak/declining NPS",🟢 Low Risk
partner_185,LATAM,Retail,Certified,mature,13,34237.33,19.33,38.39,0.0,0.0,8,declining,59.3,25,0,0.0218,4471.0,weak/declining NPS,🟢 Low Risk
partner_977,NA,Tech,Certified,mature,48,28695.12,5.12,-14.89,0.0,0.0,6,stable,47.2,37,0,0.0259,4462.0,declining year-over-year,🟢 Low Risk
partner_765,APAC,Retail,Registered,mature,30,12169.9,56.7,9.13,9.2,0.0,6,stable,55.0,39,1,0.061,4454.0,competitor relationship,🟢 Low Risk
partner_634,NA,Manufacturing,Certified,mature,45,17958.85,-6.33,-26.06,0.0,0.0,6,stable,54.4,57,0,0.041,4423.0,"declining GTV, declining year-over-year",🟢 Low Risk
partner_756,EMEA,Manufacturing,Certified,mature,56,45168.51,22.53,57.05,0.0,0.0,6,declining,61.8,11,0,0.0162,4385.0,weak/declining NPS,🟢 Low Risk
partner_118,LATAM,Services,Registered,mature,15,10519.76,0.53,30.17,0.0,0.0,5,stable,36.2,19,0,0.0694,4382.0,weak/declining NPS,🟢 Low Risk
partner_223,LATAM,Services,Registered,mature,42,6942.71,-2.8,-2.83,-5.62,0.0,6,improving,51.7,60,1,0.1048,4366.0,competitor relationship,🟢 Low Risk
partner_296,APAC,Tech,Registered,mature,44,9685.06,15.31,-0.73,0.0,0.0,6,declining,60.2,54,0,0.0751,4362.0,weak/declining NPS,🟢 Low Risk
partner_203,NA,Services,Strategic,mature,15,140605.9,-3.54,-6.18,0.0,0.0,8,improving,63.2,35,0,0.0051,4344.0,engagement decline,🟢 Low Risk
partner_628,EMEA,Retail,Registered,mature,38,9984.44,-4.08,5.92,0.0,0.0,6,declining,45.3,41,0,0.0725,4341.0,weak/declining NPS,🟢 Low Risk
partner_3,APAC,Retail,Strategic,mature,40,159364.61,6.57,20.14,0.0,0.0,7,stable,68.4,7,0,0.0045,4333.0,engagement decline,🟢 Low Risk
partner_328,NA,Manufacturing,Registered,mature,44,7996.79,-9.16,-43.45,0.0,0.0,4,improving,43.8,50,0,0.0886,4250.0,"declining GTV, declining year-over-year, weak/declining NPS",🟢 Low Risk
partner_451,EMEA,Services,Certified,mature,48,11874.76,-16.23,-44.07,0.0,0.0,5,stable,71.4,68,0,0.0596,4249.0,"declining GTV, declining year-over-year, weak/declining NPS, long contact gap",🟢 Low Risk
partner_140,EMEA,Manufacturing,Certified,mature,29,10934.37,-10.87,-25.96,0.0,0.0,7,stable,34.2,19,1,0.0644,4227.0,"declining GTV, declining year-over-year, competitor relationship",🟢 Low Risk
partner_142,NA,Services,Registered,new_partner,3,8705.32,1.28,1.75,0.0,20.36,6,stable,70.9,45,1,0.0808,4222.0,competitor relationship,🟢 Low Risk
